formula,state_id,class_label,N_heavy,P_exact,P_emp,energy,is_valid_valence,degree_seq,o_deg,o_implicit_h,n_deg,n_implicit_h,fp0,fp1,fp2,fp3,fp4,fp5,fp6,fp7,fp8,fp9,fp10,fp11,log_ratio_emp_exact
C4H10O,"het:edges=0-1,0-2,0-3,0-4;types=0,0,0,0,2",alcohol,5,0.026308698611573277,0.023504273504273504,9.061040000000002,1,"1,1,1,1,4",1,1,,,2.6399999999999997,9.061040000000002,37.84758720000001,178.53685232800007,0.3279453074001183,0.003073066205040937,0.23546604439310184,0.41027753792257443,0.13842196379944632,0.0006906790025101891,0.11844229137885276,0.1904892533793369,-0.11271736978854506
C4H10O,"het:edges=0-1,0-2,0-3,2-4;types=0,0,0,2,0",alcohol,5,0.19541843877601767,0.19373219373219372,8.836319999999999,1,"1,1,1,2,3",1,1,,,2.6399999999999997,8.83632,34.41490440000001,146.35914596000006,0.32685876795565744,0.002590047740056461,0.26168644688511644,0.4124869946460379,0.14068277293627793,0.000740776513861147,0.1217417839343829,0.19434543018872696,-0.008666338677760545
C4H10O,"het:edges=0-1,0-2,0-3,3-4;types=0,0,0,0,2",alcohol,5,0.09770921938800836,0.09401709401709402,8.83632,1,"1,1,1,2,3",1,1,,,2.64,8.83632,34.414904400000005,146.54570596000002,0.32696036594992883,0.0026960287633978064,0.2592955404404665,0.41494023148315773,0.14102990381931096,0.0008602708322197935,0.11717454628234344,0.1988632839316712,-0.03851930147006226
C4H10O,"het:edges=0-1,0-2,0-3,3-4;types=0,0,0,2,0",ether,5,0.10676305277307874,0.11253561253561253,8.743040000000002,1,"1,1,1,2,3",2,0,,,2.6399999999999997,8.743040000000002,33.4638972,139.82748992799998,0.3247423407062341,0.0010826440930650947,0.26143500750820264,0.357628005692787,0.13941077111216837,0.0003209457168522671,0.12195072623797844,0.17323652239473836,0.05265780808815824
C4H10O,"het:edges=0-1,0-2,1-3,2-4;types=0,0,0,0,2",alcohol,5,0.21743176983689647,0.22792022792022792,8.723959999999996,1,"1,1,2,2,2",1,1,,,2.6399999999999997,8.723959999999996,32.787889199999974,131.95817465999988,0.32618824552653614,0.0022368343490073435,0.29119024454701026,0.41497148522102534,0.1419783360490885,0.0008368128082752984,0.12121967178167083,0.19909997950729516,0.04711059056383036
C4H10O,"het:edges=0-1,0-2,1-3,2-4;types=0,0,2,0,0",ether,5,0.23757921374295035,0.23433048433048434,8.630679999999998,1,"1,1,2,2,2",2,0,,,2.6399999999999997,8.63068,31.836881999999996,125.42651862800001,0.32405933420950794,0.0006957005394354279,0.29335370576939696,0.35980856548781864,0.1406265729739104,0.0003625058314302561,0.12458610459202359,0.1769431128030186,-0.013768654194570715
C4H10O,"het:edges=0-1,0-2,1-3,2-4;types=2,0,0,0,0",ether,5,0.11878960687147523,0.11396011396011396,8.630679999999998,1,"1,1,2,2,2",2,0,,,2.6399999999999992,8.630679999999995,31.836881999999967,125.23995862799984,0.3239582797953504,0.0005952443314907885,0.2957270929901038,0.3573748534036278,0.14028546638648537,0.00026358506095803885,0.13015396566281567,0.17254493190914325,-0.041505408867770405
