formula,state_id,class_label,N_heavy,P_exact,P_emp,energy,is_valid_valence,degree_seq,o_deg,o_implicit_h,n_deg,n_implicit_h,fp0,fp1,fp2,fp3,fp4,fp5,fp6,fp7,fp8,fp9,fp10,fp11,log_ratio_emp_exact
C6H15N,"het:edges=0-1,0-2,0-3,0-4,2-5,3-6;types=0,0,0,0,1,0,0",primary_amine,7,0.018968284090171924,0.021770164168451105,9.613014285714286,1,"1,1,1,1,2,2,4",,,1,2,2.75,9.613014285714284,39.71532499999999,182.49640784428559,0.3128557483711901,0.0019040334998349044,0.2310422453990733,0.3776628816513873,0.12940271288977007,0.00024281302857015986,0.11102587763221029,0.1625676237257358,0.13777208348309156
C6H15N,"het:edges=0-1,0-2,0-3,2-4,2-5,3-6;types=0,0,0,0,0,0,1",primary_amine,7,0.02047106880818471,0.02069950035688794,9.532757142857136,1,"1,1,1,1,2,3,3",,,1,2,2.749999999999999,9.532757142857138,38.42556242857141,169.6412542242856,0.3125414298371087,0.001827387177429231,0.25555937120412087,0.38216418517194267,0.13023740754162552,0.0003221047050989549,0.11146468289882673,0.1704734588988255,0.011096950387929285
C6H15N,"het:edges=0-1,0-2,0-3,2-4,2-5,3-6;types=0,0,0,1,0,0,0",secondary_amine,7,0.02128183815646274,0.021413276231263382,9.49187142857143,1,"1,1,1,1,2,3,3",,,2,1,2.75,9.491871428571427,37.99829899999998,166.56866618142843,0.31161809567642607,0.0011891448696432494,0.2568411612097189,0.3370250089971638,0.12961506414164,0.00013902277279442363,0.11423606236765076,0.15045467150259076,0.006157073742892973
C6H15N,"het:edges=0-1,0-2,0-3,2-4,3-5,3-6;types=0,0,0,0,0,0,1",primary_amine,7,0.04094213761636754,0.0417558886509636,9.532757142857141,1,"1,1,1,1,2,3,3",,,1,2,2.75,9.532757142857141,38.425562428571425,169.55948279571422,0.3124974242025044,0.0017817466982344135,0.25555812424884566,0.37979644948076685,0.13008631734719725,0.00027166284812898473,0.11144748292438542,0.16622169136134798,0.01968069414245377
C6H15N,"het:edges=0-1,0-2,0-3,2-4,3-5,3-6;types=0,0,0,1,0,0,0",tertiary_amine,7,0.022124718526510077,0.02212705210563883,9.450985714285716,1,"1,1,1,1,2,3,3",,,3,0,2.7499999999999996,9.45098571428571,37.50602728571427,162.52137088714275,0.3109075191392737,0.0008530017139750776,0.256710705877147,0.33542107052502657,0.1292564588855833,6.400130389592677e-05,0.11382216759474344,0.13856183362628655,0.00010546827808749905
C6H15N,"het:edges=0-1,0-2,0-3,2-4,3-5,3-6;types=1,0,0,0,0,0,0",tertiary_amine,7,0.022124718526510073,0.022483940042826552,9.45098571428572,1,"1,1,1,1,2,3,3",,,3,0,2.7500000000000004,9.450985714285718,37.506027285714296,162.43959945857145,0.31086875388464835,0.0008200928636403541,0.2586518553158535,0.3354383468118455,0.12913711349169854,3.740641620792642e-05,0.11669181949317499,0.13523055329925912,0.01610580890717095
C6H15N,"het:edges=0-1,0-2,0-3,2-4,3-5,4-6;types=0,0,0,0,0,1,0",primary_amine,7,0.04418582684202721,0.04318344039971449,9.452499999999999,1,"1,1,1,2,2,2,3",,,1,2,2.75,9.452499999999999,37.26340871428571,159.06107472428567,0.31193722166843496,0.0014499547781202744,0.2572892047986139,0.3821643578520582,0.1308116976434442,0.0003025261966353697,0.11384097699134116,0.17047835671600353,-0.02294697977144204
C6H15N,"het:edges=0-1,0-2,0-3,2-4,3-5,4-6;types=0,0,0,1,0,0,0",secondary_amine,7,0.04593583385766281,0.04354032833690221,9.411614285714283,1,"1,1,1,2,2,2,3",,,2,1,2.7499999999999996,9.41161428571428,36.83614528571427,155.9884866814285,0.31101437227255374,0.0008116069717702344,0.25857213238541704,0.33702518151208694,0.13019538130658578,0.00012320514456679564,0.11662677729909182,0.15062378484837316,-0.053557908533970994
C6H15N,"het:edges=0-1,0-2,0-3,2-4,3-5,5-6;types=0,0,0,0,0,0,1",primary_amine,7,0.044185826842027175,0.048893647394718055,9.452500000000002,1,"1,1,1,2,2,2,3",,,1,2,2.7500000000000004,9.452500000000002,37.26340871428573,159.06107472428582,0.31193779256099646,0.001451399518461231,0.25727190238590814,0.38219467492393244,0.13081982485494537,0.00030823006531007364,0.1136923145478693,0.17070004578125142,0.10124339775547254
C6H15N,"het:edges=0-1,0-2,0-3,2-4,3-5,5-6;types=0,0,0,0,0,1,0",secondary_amine,7,0.04593583385766281,0.043897216274089934,9.411614285714283,1,"1,1,1,2,2,2,3",,,2,1,2.749999999999999,9.41161428571428,36.83614528571426,156.07025810999986,0.3110530961981816,0.0008448438607350187,0.257287897591527,0.33705544985955216,0.13031454119674604,0.00015266296176524757,0.11382208128950419,0.15396915390535237,-0.04539459808153543
C6H15N,"het:edges=0-1,0-2,0-3,2-4,3-5,5-6;types=0,0,0,1,0,0,0",secondary_amine,7,0.04593583385766281,0.053176302640970737,9.411614285714283,1,"1,1,1,2,2,2,3",,,2,1,2.75,9.411614285714283,36.836145285714274,155.90671525285705,0.3109705552916214,0.0007680182328053001,0.2585708540496654,0.33546876447632856,0.13004631654333915,8.018340853406289e-05,0.11660881883939703,0.1464535753082368,0.1463673485163878
C6H15N,"het:edges=0-1,0-2,1-3,1-4,1-5,2-6;types=0,0,0,0,0,0,1",primary_amine,7,0.006322761363390522,0.005710206995003569,9.613014285714282,1,"1,1,1,1,2,2,4",,,1,2,2.7499999999999996,9.613014285714282,39.71532499999997,182.33892212999976,0.3128312264616295,0.0019166472079410776,0.23147441156126053,0.38219450211073114,0.12950706871539497,0.0003245446284164913,0.11047436022424989,0.17069513647668644,-0.10190074603090238
C6H15N,"het:edges=0-1,0-2,1-3,1-4,1-5,2-6;types=0,0,1,0,0,0,0",secondary_amine,7,0.006573178239908111,0.0035688793718772305,9.572128571428568,1,"1,1,1,1,2,2,4",,,2,1,2.7499999999999996,9.572128571428568,39.28806157142855,179.34810551571414,0.311946044711756,0.001310614744979141,0.23148928632531116,0.33705527721126477,0.1289957357834319,0.00016424439031612016,0.11059004487791953,0.1537994227633131,-0.6107456927477672
C6H15N,"het:edges=0-1,0-2,1-3,1-4,2-5,2-6;types=0,0,0,0,0,0,1",primary_amine,7,0.02047106880818471,0.02069950035688794,9.532757142857141,1,"1,1,1,1,2,3,3",,,1,2,2.75,9.532757142857141,38.425562428571425,169.23845422428573,0.31238952935794895,0.0017126148957942113,0.259215044512882,0.3798245462846153,0.12991053960780516,0.0002612844794453,0.11505151476767544,0.16641682734570848,0.011096950387929285
C6H15N,"het:edges=0-1,0-2,1-3,1-4,2-5,2-6;types=0,0,1,0,0,0,0",tertiary_amine,7,0.01106235926325459,0.008565310492505354,9.450985714285716,1,"1,1,1,1,2,3,3",,,3,0,2.75,9.450985714285713,37.50602728571427,162.28211374428562,0.3108337057682747,0.0008074382013793989,0.25922987114184054,0.33469680518324346,0.12917344524531713,6.843688883296921e-05,0.11669797185570442,0.1413564432750094,-0.25582787950093894
C6H15N,"het:edges=0-1,0-2,1-3,1-4,2-5,2-6;types=1,0,0,0,0,0,0",secondary_amine,7,0.005320459539115603,0.0046395431834403995,9.491871428571429,1,"1,1,1,1,2,3,3",,,2,1,2.75,9.491871428571429,37.99829900000001,166.08409475285717,0.31142766099470837,0.0010430848038187183,0.26051403173411286,0.33326688714186525,0.12917110610621751,5.560964764490714e-05,0.11950087577418816,0.14313593594685348,-0.13694374202457618
C6H15N,"het:edges=0-1,0-2,1-3,1-4,2-5,5-6;types=0,0,0,0,0,0,1",primary_amine,7,0.022092913421014,0.023911491791577446,9.45249999999999,1,"1,1,1,2,2,2,3",,,1,2,2.749999999999999,9.452499999999995,37.263408714285674,158.90056043857118,0.31187943834205234,0.0014089244129703255,0.2592396630663012,0.38219485808174897,0.13070953386608916,0.0002956667728171626,0.11673349431614721,0.17070547569618183,0.07910227061489003
C6H15N,"het:edges=0-1,0-2,1-3,1-4,2-5,5-6;types=0,0,0,0,0,1,0",secondary_amine,7,0.022967916928832793,0.022840827980014276,9.411614285714284,1,"1,1,1,2,2,2,3",,,2,1,2.75,9.411614285714284,36.83614528571428,155.90974382428567,0.31099526560912316,0.0008034729124695325,0.25923975833411994,0.3370556328443734,0.1302111168494126,0.0001440073645570781,0.11673649636347981,0.15416154630147602,-0.005548690303130937
C6H15N,"het:edges=0-1,0-2,1-3,1-4,2-5,5-6;types=0,0,1,0,0,0,0",secondary_amine,7,0.022967916928832797,0.023554603854389723,9.411614285714283,1,"1,1,1,2,2,2,3",,,2,1,2.75,9.411614285714284,36.836145285714274,155.82797239571417,0.3109508785240903,0.0007584054472218943,0.2592557592779348,0.3354689474605585,0.13005396098442065,9.508983235072648e-05,0.11686658474688057,0.1497706920723149,0.025222967036918155
C6H15N,"het:edges=0-1,0-2,1-3,2-4,2-5,2-6;types=0,0,0,0,0,0,1",primary_amine,7,0.01896828409017196,0.021413276231263382,9.61301428571428,1,"1,1,1,1,2,2,4",,,1,2,2.749999999999999,9.613014285714277,39.71532499999995,182.17537927285682,0.3127475543400898,0.001833303288465564,0.23278903204486417,0.37769108670945334,0.12922541229422807,0.00023117232863449413,0.11348942788688439,0.1627649498460233,0.12124278229745283
C6H15N,"het:edges=0-1,0-2,1-3,2-4,2-5,2-6;types=1,0,0,0,0,0,0",secondary_amine,7,0.006573178239908111,0.007851534618129907,9.572128571428568,1,"1,1,1,1,2,2,4",,,2,1,2.75,9.572128571428566,39.28806157142854,179.10279122999978,0.311829277109581,0.001208704100232277,0.23265019705651035,0.33546859182896704,0.12863353402766117,7.221677301887377e-05,0.11301667753649278,0.14363511995824413,0.17771151478017028
C6H15N,"het:edges=0-1,0-2,1-3,2-4,2-5,5-6;types=0,0,1,0,0,0,0",tertiary_amine,7,0.047755150984116444,0.048893647394718055,9.37072857142857,1,"1,1,1,2,2,2,3",,,3,0,2.7500000000000004,9.370728571428574,36.34387357142858,151.94119138714294,0.31029911340116917,0.0004656263247390248,0.2900972601526447,0.33545014379937643,0.1298102551314861,3.7430614140146946e-05,0.12063145256529788,0.13800094744769975,0.023560542304048793
C6H15N,"het:edges=0-1,0-2,1-3,2-4,3-5,4-6;types=0,0,0,0,0,0,1",primary_amine,7,0.04768650117899937,0.051034975017844396,9.37224285714286,1,"1,1,2,2,2,2,2",,,1,2,2.75,9.372242857142856,36.101254999999995,148.48089522428566,0.3113260965024267,0.0010601704370714487,0.29110127467206437,0.38219485872272935,0.13136380644446313,0.0002790743254876524,0.12052603772379851,0.17070555202720006,0.06786281727626467
C6H15N,"het:edges=0-1,0-2,1-3,2-4,3-5,4-6;types=0,0,0,0,1,0,0",secondary_amine,7,0.04957515456808639,0.048179871520342615,9.331357142857147,1,"1,1,2,2,2,2,2",,,2,1,2.75,9.331357142857145,35.67399157142858,145.49007861000004,0.31044192702212703,0.00045376339432595696,0.29111851301724734,0.3370556334849546,0.13086556729371787,0.0001283823651272822,0.12067280053996175,0.15416640056990907,-0.02854846115679189
C6H15N,"het:edges=0-1,0-2,1-3,2-4,3-5,4-6;types=0,0,1,0,0,0,0",secondary_amine,7,0.04957515456808639,0.0417558886509636,9.331357142857144,1,"1,1,2,2,2,2,2",,,2,1,2.75,9.331357142857144,35.67399157142858,145.40830718142863,0.31039806356719585,0.00040985484698659904,0.29114736911055267,0.3354689481011392,0.1307152781488933,8.368420152527533e-05,0.12087178729305777,0.14996251178342926,-0.1716493016043029
C6H15N,"het:edges=0-1,0-2,1-3,2-4,3-5,4-6;types=1,0,0,0,0,0,0",secondary_amine,7,0.024787577284040317,0.027837259100642397,9.331357142857144,1,"1,1,2,2,2,2,2",,,2,1,2.75,9.331357142857144,35.67399157142857,145.4083071814286,0.3103974938952575,0.0004084343982271099,0.29257111695950094,0.3354503273418932,0.13070720874769634,7.834770155337778e-05,0.12412171948196266,0.14974304645157374,0.11603276265055874
C6H15N,"het:edges=0-1,0-2,1-3,2-4,4-5,4-6;types=0,0,0,0,0,0,1",primary_amine,7,0.04418582684202721,0.043897216274089934,9.452499999999997,1,"1,1,1,2,2,2,3",,,1,2,2.749999999999999,9.452499999999995,37.263408714285674,158.81878900999976,0.3118353873010037,0.001362972706358156,0.260691291816506,0.3798247189633584,0.1305572632807446,0.00024365023580215207,0.11785236675719746,0.16642172462133922,-0.006553170372302495
C6H15N,"het:edges=0-1,0-2,1-3,2-4,4-5,4-6;types=0,0,0,0,1,0,0",tertiary_amine,7,0.02387757549205688,0.023911491791577446,9.370728571428572,1,"1,1,1,2,2,2,3",,,3,0,2.75,9.370728571428572,36.34387357142858,151.86244853000008,0.3102800480862816,0.00045711295263665405,0.29046588047990174,0.33545021949693526,0.12982617741734376,5.494931905669702e-05,0.12062421120780302,0.141524591770903,0.0014194168550828827
C6H15N,"het:edges=0-1,0-2,1-3,2-4,4-5,4-6;types=0,0,1,0,0,0,0",secondary_amine,7,0.022967916928832793,0.018558172733761598,9.411614285714284,1,"1,1,1,2,2,2,3",,,2,1,2.75,9.411614285714284,36.83614528571428,155.7462009671428,0.31091215574198827,0.0007251792428079405,0.26053993982401025,0.33545032670131214,0.12993485194423213,6.578500792246216e-05,0.11966993217090946,0.14642727946787265,-0.21318804497801055
