formula,state_id,class_label,N_heavy,P_exact,P_emp,energy,is_valid_valence,degree_seq,o_deg,o_implicit_h,n_deg,n_implicit_h,fp0,fp1,fp2,fp3,fp4,fp5,fp6,fp7,fp8,fp9,fp10,fp11,log_ratio_emp_exact
C6H14O,"het:edges=0-1,0-2,0-3,0-4,2-5,3-6;types=0,0,0,0,2,0,0",alcohol,7,0.02136892071328866,0.019271948608137045,9.116628571428569,1,"1,1,1,1,2,2,4",1,1,,,2.6457142857142855,9.116628571428572,37.53190514285715,172.33227810857144,0.3310440023756614,0.0029359568312804494,0.23339928237660448,0.41830243116665694,0.14477505185008763,0.0005914623612174302,0.11654853215253451,0.19737352406210973,-0.10328695955469695
C6H14O,"het:edges=0-1,0-2,0-3,0-4,3-5,3-6;types=0,0,0,0,2,0,0",alcohol,7,0.009782579872252688,0.01034975017844397,9.209457142857145,1,"1,1,1,1,1,3,4",1,1,,,2.6457142857142855,9.209457142857143,38.816945714285715,183.45024160857142,0.33183069300351903,0.003384800688136711,0.2336338426346133,0.41830506050994415,0.14407865099622014,0.0006038065818075232,0.11709515739545281,0.19740666230607065,0.05635913659084325
C6H14O,"het:edges=0-1,0-2,0-3,0-4,3-5,4-6;types=0,0,0,0,0,0,2",alcohol,7,0.02136892071328866,0.023197715917202,9.116628571428569,1,"1,1,1,1,2,2,4",1,1,,,2.645714285714285,9.116628571428567,37.53190514285713,172.56679239428559,0.33117247739739264,0.003072880991840871,0.23159051413215526,0.42355379142835875,0.14523974317024615,0.0007701583627272016,0.11235037099296812,0.20746035924859627,0.08211625499546961
C6H14O,"het:edges=0-1,0-2,0-3,0-4,3-5,4-6;types=0,0,0,0,2,0,0",ether,7,0.022592877599722606,0.02212705210563883,9.057999999999998,1,"1,1,1,1,2,2,4",2,0,,,2.645714285714285,9.057999999999996,36.956373142857124,168.49295648571416,0.32961281445307694,0.0018925849316808012,0.23318934720600795,0.3581555813490437,0.14379988882000339,0.0002854426364261904,0.11580080855287547,0.17197374594269543,-0.020833768091059735
C6H14O,"het:edges=0-1,0-2,0-3,0-4,4-5,4-6;types=0,0,0,0,0,0,2",alcohol,7,0.006521719914834986,0.005710206995003569,9.209457142857142,1,"1,1,1,1,1,3,4",1,1,,,2.645714285714285,9.209457142857142,38.816945714285694,183.5674987514285,0.33189086483528657,0.0034449105426043896,0.23182318679012828,0.42076615646596194,0.14428509702163686,0.0006786191017628273,0.1128693475029764,0.20189903003665693,-0.1328828356546194
C6H14O,"het:edges=0-1,0-2,0-3,1-4,2-5,2-6;types=0,0,0,2,0,0,0",alcohol,7,0.023338974913252687,0.027480371163454677,9.023799999999994,1,"1,1,1,1,2,3,3",1,1,,,2.6457142857142846,9.023799999999992,36.088127714285676,158.22071923142838,0.33052748566341056,0.002795133772321989,0.2633742401735699,0.42076080624005374,0.14552808575675621,0.000644143413378088,0.12112728156790317,0.2018308224708859,0.16334726132845925
C6H14O,"het:edges=0-1,0-2,0-3,1-4,2-5,3-6;types=0,0,0,0,0,0,2",alcohol,7,0.0254906533329347,0.02569593147751606,8.930971428571434,1,"1,1,1,2,2,2,3",1,1,,,2.6457142857142864,8.93097142857143,34.803087142857144,147.22001287428571,0.3298021106776092,0.002410622914223942,0.2611028564329659,0.42358612215013913,0.1464736115806827,0.0007401308839611048,0.11700328999537148,0.20770251687015914,0.008020821777531181
C6H14O,"het:edges=0-1,0-2,0-3,1-4,2-5,3-6;types=0,0,0,2,0,0,0",ether,7,0.026950692476007728,0.022840827980014276,8.872342857142854,1,"1,1,1,2,2,2,3",2,0,,,2.645714285714285,8.872342857142856,34.22755514285713,143.26343410857135,0.3282944731798283,0.001266310580476932,0.2628852337497293,0.3585694369989633,0.14518703485854242,0.00029243398263053996,0.12102467896414375,0.17554407831468125,-0.1654593497461783
C6H14O,"het:edges=0-1,0-2,0-3,1-4,2-5,5-6;types=0,0,0,2,0,0,0",alcohol,7,0.05098130666587059,0.048179871520342615,8.930971428571429,1,"1,1,1,2,2,2,3",1,1,,,2.6457142857142855,8.930971428571429,34.80308714285714,146.9170985885714,0.32966016668557757,0.002276255966905149,0.26532494186634586,0.4207930891247551,0.14605234092655264,0.0006103982464316594,0.12540148801937212,0.20207189758950422,-0.056517697906141785
C6H14O,"het:edges=0-1,0-2,0-3,2-4,2-5,3-6;types=0,0,0,0,0,0,2",alcohol,7,0.023338974913252628,0.021413276231263382,9.0238,1,"1,1,1,1,2,3,3",1,1,,,2.645714285714285,9.023799999999998,36.0881277142857,158.33797637428566,0.330596662220758,0.002874287456094642,0.2613613819711327,0.42358613529884404,0.14579968831484216,0.0007589078166474016,0.11763984387534371,0.20770324493767026,-0.08611358799273224
C6H14O,"het:edges=0-1,0-2,0-3,2-4,2-5,3-6;types=0,0,0,2,0,0,0",ether,7,0.024675771443628283,0.02462526766595289,8.965171428571425,1,"1,1,1,1,2,3,3",2,0,,,2.645714285714285,8.965171428571422,35.51259571428567,154.38139760857118,0.329089089760742,0.0017326499993793117,0.26314389061513555,0.3585720488368489,0.14451464871920505,0.0003108694526597063,0.12110065905076209,0.17557647023342685,-0.0020487922447376783
C6H14O,"het:edges=0-1,0-2,0-3,2-4,3-5,3-6;types=0,0,0,0,0,0,2",alcohol,7,0.046677949826506686,0.04782298358315489,9.023800000000001,1,"1,1,1,1,2,3,3",1,1,,,2.6457142857142864,9.023800000000003,36.08812771428573,158.22071923142866,0.3305283603753799,0.0027974188621084114,0.2613594946603766,0.42079592442422525,0.14554150494853996,0.000654299191017171,0.1176122191933196,0.20211003024073057,0.02423446480994223
