formula,state_id,class_label,N_heavy,P_exact,P_emp,energy,is_valid_valence,degree_seq,o_deg,o_implicit_h,n_deg,n_implicit_h,fp0,fp1,fp2,fp3,fp4,fp5,fp6,fp7,fp8,fp9,fp10,fp11,log_ratio_emp_exact
C7H17N,"het:edges=0-1,0-2,0-3,0-4,1-5,2-6,3-7;types=0,0,0,0,1,0,0,0",primary_amine,8,0.0029796929434307952,0.0025684931506849314,9.314337499999999,1,"1,1,1,1,2,2,2,4",,,1,2,2.6887499999999998,9.3143375,38.152468875000004,173.53428298375005,0.3243643879757411,0.0022506294963524883,0.2307210700534117,0.39263051893172984,0.14023327823541562,0.00033911827416080817,0.11173452257981967,0.17487781880094272,-0.14850079810089784
C7H17N,"het:edges=0-1,0-2,0-3,0-4,3-5,4-6,6-7;types=0,0,0,0,0,0,0,1",primary_amine,8,0.00893907883029258,0.009417808219178082,9.314337499999995,1,"1,1,1,1,2,2,2,4",,,1,2,2.6887499999999998,9.314337499999999,38.152468875000004,173.34048298375004,0.32431595310203015,0.0022403677626312117,0.2315400137375522,0.39779212513665063,0.14025766481771001,0.00041132983045064206,0.1119679304586917,0.1849107568690936,0.052169837946436655
C7H17N,"het:edges=0-1,0-2,0-3,0-4,3-5,4-6,6-7;types=0,0,0,0,0,0,1,0",secondary_amine,8,0.009221786614381574,0.010273972602739725,9.281562500000001,1,"1,1,1,1,2,2,2,4",,,2,1,2.68875,9.281562500000003,37.82433937500002,171.11844464625017,0.323537738201246,0.0016856873476373527,0.23155298776824992,0.3573776892169894,0.13970948887930223,0.00023320333585660563,0.11207122063191013,0.16196913457860623,0.10804495951678261
C7H17N,"het:edges=0-1,0-2,0-3,0-4,3-5,4-6,6-7;types=0,0,0,0,1,0,0,0",secondary_amine,8,0.009221786614381645,0.010844748858447488,9.281562499999998,1,"1,1,1,1,2,2,2,4",,,2,1,2.6887500000000006,9.281562500000003,37.82433937500001,170.92179464625008,0.3234387508946927,0.0015949017071185958,0.23255709531878527,0.35596358156188107,0.1393773013588172,0.00013852760738994641,0.11420123594829258,0.15058016000583604,0.162112175664244
C7H17N,"het:edges=0-1,0-2,0-3,0-4,4-5,4-6,4-7;types=0,0,0,0,0,0,0,1",primary_amine,8,0.0011819691579414626,0.0017123287671232876,9.558012499999998,1,"1,1,1,1,1,1,4,4",,,1,2,2.6887499999999993,9.558012499999998,41.664595124999984,205.44093312624986,0.32623258457169996,0.0032140711476893354,0.230253646491316,0.3926379762928772,0.1384939690750423,0.00034998442870567346,0.11063345419194304,0.17496714350618783,0.3706722085769872
C7H17N,"het:edges=0-1,0-2,0-3,1-4,1-5,2-6,2-7;types=0,0,0,1,0,0,0,0",primary_amine,8,0.002234769707573103,0.0017123287671232876,9.3143375,1,"1,1,1,1,1,3,3,3",,,1,2,2.6887500000000006,9.314337500000002,38.01357412500001,170.71538702875006,0.3245320335646937,0.0024774647634982693,0.2606380585140004,0.39500009684888254,0.14012778574542362,0.00036057399788362484,0.11751333177090866,0.1789814302914537,-0.2662837509590187
C7H17N,"het:edges=0-1,0-2,0-3,1-4,2-5,2-6,2-7;types=0,0,0,1,0,0,0,0",primary_amine,8,0.0027584157356250133,0.0028538812785388126,9.39556249999999,1,"1,1,1,1,1,2,3,4",,,1,2,2.688749999999999,9.395562499999993,39.27687937499996,183.16560104624978,0.3250295993244209,0.002647468763049932,0.2317897301183186,0.3950025736338381,0.13962632605823072,0.00036773923379897997,0.11264063943361363,0.17901086257015927,0.034023401701568146
C7H17N,"het:edges=0-1,0-2,0-3,1-4,2-5,2-6,3-7;types=0,0,0,0,0,0,0,1",primary_amine,8,0.009656162328029709,0.008276255707762557,9.233112500000002,1,"1,1,1,1,2,2,3,3",,,1,2,2.6887500000000006,9.2331125,36.889163625,161.05271896625,0.32387529841678253,0.002107202636669683,0.25911701319031677,0.3977576589798124,0.1408710253802017,0.0004137713437117858,0.11388495947884496,0.18463991486179407,-0.15420562057980525
C7H17N,"het:edges=0-1,0-2,0-3,1-4,2-5,2-6,3-7;types=0,0,0,1,0,0,0,0",secondary_amine,8,0.009961548633087751,0.010273972602739725,9.200337500000003,1,"1,1,1,1,2,2,3,3",,,2,1,2.68875,9.2003375,36.561034125000006,158.76513062875003,0.3230644648209835,0.001523001413753118,0.26023561796244343,0.35734327402406085,0.1402168958789493,0.00020970439527280118,0.11635337428922231,0.15775756043459652,0.030881217569598232
C7H17N,"het:edges=0-1,0-2,0-3,1-4,2-5,3-6,3-7;types=0,0,0,0,0,0,0,1",primary_amine,8,0.009656162328029709,0.0136986301369863,9.233112499999999,1,"1,1,1,1,2,2,3,3",,,1,2,2.6887500000000006,9.2331125,36.88916362500001,160.98716896624998,0.32383780208279656,0.002065986418011253,0.2591158197176084,0.39506594457006583,0.14073248714929815,0.00036143916690112163,0.11386771891444306,0.17947635539772272,0.3496995125140302
C7H17N,"het:edges=0-1,0-2,0-3,1-4,2-5,3-6,3-7;types=0,0,0,1,0,0,0,0",tertiary_amine,8,0.005138296550856502,0.005136986301369863,9.167562499999997,1,"1,1,1,1,2,2,3,3",,,3,0,2.6887499999999998,9.167562499999997,36.17685937499998,155.66551544624988,0.3224518700159669,0.0012344093594824795,0.2601118106346737,0.3559139221603046,0.13984630023585987,0.0001371595608183113,0.11594487405309034,0.1501760478815589,-0.00025502932767002283
C7H17N,"het:edges=0-1,0-2,0-3,1-4,2-5,3-6,3-7;types=1,0,0,0,0,0,0,0",tertiary_amine,8,0.005138296550856502,0.005707762557077625,9.167562499999999,1,"1,1,1,1,2,2,3,3",,,3,0,2.6887500000000006,9.167562500000003,36.17685937500001,155.53441544625002,0.32238647382776037,0.001176486005042056,0.2645292014114212,0.3559291905988441,0.13963210915964575,8.492481723846482e-05,0.12294362166184415,0.15031151192536762,0.10510546686349327
C7H17N,"het:edges=0-1,0-2,0-3,1-4,2-5,3-6,5-7;types=0,0,0,0,0,0,1,0",primary_amine,8,0.02086153901885764,0.02254566210045662,9.151887500000003,1,"1,1,1,2,2,2,2,3",,,1,2,2.68875,9.1518875,35.764753125,151.16205090374999,0.32311482288862586,0.0016398086561344007,0.2610634852592668,0.39775785260704916,0.14131049757414155,0.0003784178079092324,0.11670510557111526,0.18464565009670558,0.07763545049234918
C7H17N,"het:edges=0-1,0-2,0-3,1-4,2-5,3-6,5-7;types=0,0,0,1,0,0,0,0",secondary_amine,8,0.021521307165035565,0.021404109589041095,9.119112499999996,1,"1,1,1,2,2,2,2,3",,,2,1,2.6887499999999998,9.119112500000002,35.43662362500002,148.8744625662501,0.3223043934228616,0.0010552449254266857,0.2621831705935471,0.3573434674804301,0.14066160700237662,0.00017774318564677682,0.1191877390107368,0.15795336942079027,-0.005460534601967146
C7H17N,"het:edges=0-1,0-2,0-3,1-4,2-5,3-6,6-7;types=0,0,0,0,0,0,0,1",primary_amine,8,0.010430769509420816,0.010559360730593607,9.151887499999999,1,"1,1,1,2,2,2,2,3",,,1,2,2.68875,9.1518875,35.764753125000006,151.16205090375,0.3231153083873613,0.0016411193341541118,0.26104819548695607,0.39779231893873757,0.14131795774813433,0.0003845397095636758,0.11656897583557894,0.18491650821781927,0.012252693643435165
C7H17N,"het:edges=0-1,0-2,0-3,1-4,2-5,3-6,6-7;types=0,0,0,0,0,0,1,0",secondary_amine,8,0.010760653582521689,0.011700913242009132,9.119112499999998,1,"1,1,1,2,2,2,2,3",,,2,1,2.6887499999999998,9.119112499999996,35.436623624999974,148.94001256624986,0.32233749822745633,0.0010854858894534388,0.2610622325907854,0.35737788284848016,0.14077504424209314,0.00021074260132606008,0.1166861266534002,0.16216581266512287,0.08377059140344878
C7H17N,"het:edges=0-1,0-2,0-3,1-4,2-5,3-6,6-7;types=0,0,0,1,0,0,0,0",secondary_amine,8,0.010760653582521687,0.010273972602739725,9.119112500000004,1,"1,1,1,2,2,2,2,3",,,2,1,2.6887500000000006,9.119112500000004,35.43662362500001,148.80891256625011,0.32226707030053525,0.0010159686445940165,0.26218194739725065,0.3559637751924174,0.1405250739455554,0.00013312436987397258,0.11916975592911683,0.15289226981058274,-0.046282524974831325
C7H17N,"het:edges=0-1,0-2,0-3,1-4,2-5,4-6,5-7;types=0,0,0,1,0,0,0,0",primary_amine,8,0.010430769509420816,0.00884703196347032,9.151887499999996,1,"1,1,1,2,2,2,2,3",,,1,2,2.6887499999999993,9.151887499999994,35.76475312499996,150.93405090374984,0.3230129031467502,0.0015475034538243609,0.26453587932004186,0.3950631529833728,0.14102934302480477,0.0003022640498957539,0.12321603983744114,0.17943916208424562,-0.16467799618608964
C7H17N,"het:edges=0-1,0-2,0-3,1-4,2-5,5-6,5-7;types=0,0,0,1,0,0,0,0",primary_amine,8,0.00965616232802971,0.010273972602739725,9.233112499999994,1,"1,1,1,1,2,2,3,3",,,1,2,2.6887499999999998,9.233112499999997,36.889163624999995,160.66226896624994,0.3237168750424758,0.0019789045247660822,0.26453836551515664,0.39506316596893987,0.14047812381391708,0.0003258448735526449,0.12324553134495249,0.17943987502044867,0.06201746439558037
C7H17N,"het:edges=0-1,0-2,0-3,2-4,2-5,2-6,3-7;types=0,0,0,0,0,0,0,1",primary_amine,8,0.0027584157356250125,0.0025684931506849314,9.395562499999995,1,"1,1,1,1,1,2,3,4",,,1,2,2.6887499999999993,9.395562499999993,39.27687937499997,183.23115104624986,0.3250679884559777,0.0026907719211594966,0.23177670039766046,0.3977576837953124,0.1397777108487221,0.00042939381413908945,0.11253578011746046,0.18464122097296892,-0.07133707502293893
C7H17N,"het:edges=0-1,0-2,0-3,2-4,2-5,2-6,3-7;types=0,0,0,1,0,0,0,0",secondary_amine,8,0.0028456535388713643,0.0025684931506849314,9.362787499999996,1,"1,1,1,1,1,2,3,4",,,2,1,2.6887499999999998,9.362787499999998,38.948749874999976,180.9435627087498,0.3242572230543942,0.0021087797439701753,0.23178864873899863,0.3573432988216438,0.13912511082833748,0.00022517477948152297,0.11262601405179773,0.15781407666628905,-0.10247331390887235
C7H17N,"het:edges=0-1,0-2,0-3,2-4,2-5,3-6,3-7;types=0,0,0,0,0,0,0,1",primary_amine,8,0.00893907883029258,0.009703196347031963,9.314337499999997,1,"1,1,1,1,1,3,3,3",,,1,2,2.6887500000000006,9.314337500000002,38.01357412500001,170.7153870287501,0.3245329611555742,0.0024797823080597563,0.25937417089553877,0.39506595678885503,0.14014142728961757,0.0003702700784086444,0.11450078761356203,0.17947698987476754,0.0820227979731235
C7H17N,"het:edges=0-1,0-2,0-3,2-4,2-5,3-6,3-7;types=0,0,0,1,0,0,0,0",tertiary_amine,8,0.004756717664965879,0.005422374429223744,9.248787500000002,1,"1,1,1,1,1,3,3,3",,,3,0,2.68875,9.248787500000002,37.30126987500001,165.39373350875007,0.3231470624952982,0.0016502671929350694,0.26037023968346185,0.35466363571079906,0.13925597571353143,0.00014554265536630747,0.11657971677231993,0.14882460282656518,0.13097591608477682
C7H17N,"het:edges=0-1,0-2,0-3,2-4,2-5,3-6,3-7;types=1,0,0,0,0,0,0,0",tertiary_amine,8,0.0023783588324824004,0.001997716894977169,9.248787499999995,1,"1,1,1,1,1,3,3,3",,,3,0,2.6887499999999998,9.2487875,37.301269875,165.26263350874996,0.3230854376924519,0.0015997918047306388,0.26453157705725167,0.354597966297086,0.13906023500589682,0.00010027586302393347,0.12297074386256246,0.14833428359398315,-0.17440562754484476
C7H17N,"het:edges=0-1,0-2,0-3,2-4,2-5,3-6,6-7;types=0,0,0,0,0,0,0,1",primary_amine,8,0.009656162328029709,0.009988584474885844,9.2331125,1,"1,1,1,1,2,2,3,3",,,1,2,2.6887499999999993,9.233112499999997,36.88916362499997,160.89026896624986,0.3238105403072513,0.0020561844596992725,0.2613067198124162,0.3977923189757694,0.14072820851670217,0.00039476759142035396,0.11720540983919471,0.1849165165016812,0.0338465902098363
C7H17N,"het:edges=0-1,0-2,0-3,2-4,2-5,3-6,6-7;types=0,0,0,0,0,0,1,0",secondary_amine,8,0.009961548633087753,0.0091324200913242,9.2003375,1,"1,1,1,1,2,2,3,3",,,2,1,2.6887499999999998,9.200337499999998,36.56103412499999,158.66823062874994,0.323032730319765,0.0015016346429222245,0.26132075722272435,0.3573778828854941,0.14018531238165657,0.0002203774826543353,0.1173225918058247,0.1621664419108785,-0.08690180592011995
C7H17N,"het:edges=0-1,0-2,0-3,2-4,2-5,3-6,6-7;types=0,0,0,0,0,1,0,0",primary_amine,8,0.01931232465607051,0.01797945205479452,9.233112499999992,1,"1,1,1,1,2,2,3,3",,,1,2,2.688749999999999,9.233112499999992,36.889163624999966,160.8247189662498,0.32377255847715236,0.002013652860770587,0.261320816116237,0.3950661384187948,0.14058221061276316,0.0003362453244516872,0.11732429983136572,0.17948211670725378,-0.07151391816339761
C7H17N,"het:edges=0-1,0-2,0-3,2-4,2-5,3-6,6-7;types=0,0,0,1,0,0,0,0",secondary_amine,8,0.009961548633087753,0.007990867579908675,9.200337499999996,1,"1,1,1,1,2,2,3,3",,,2,1,2.6887499999999993,9.200337499999993,36.56103412499996,158.5371306287498,0.3229623383934881,0.0014323687313466992,0.262440555216572,0.3559637752294308,0.13993618333443306,0.00014321030149827815,0.11980822223672606,0.15292325428221648,-0.22043318290178732
C7H17N,"het:edges=0-1,0-2,0-3,2-4,3-5,3-6,3-7;types=0,0,0,0,0,0,0,1",primary_amine,8,0.008275247206871754,0.00684931506849315,9.395562500000002,1,"1,1,1,1,1,2,3,4",,,1,2,2.68875,9.395562499999999,39.27687937499999,183.1000510462499,0.32499706461243394,0.0026165981580820526,0.2329262926488669,0.39266478474785205,0.13952304690170447,0.0003360599166277753,0.11497453834971796,0.17514245113046517,-0.18912011232762918
C7H17N,"het:edges=0-1,0-2,0-3,2-4,3-5,3-6,3-7;types=1,0,0,0,0,0,0,0",tertiary_amine,8,0.0029356503295392593,0.0037100456621004564,9.3300125,1,"1,1,1,1,1,2,3,4",,,3,0,2.6887500000000006,9.330012500000004,38.56457512500002,177.7128475262501,0.3235862317046683,0.0017763432769527041,0.23268130375898563,0.35592921537934574,0.13857279833732922,0.0001105552540663856,0.11441943515013134,0.15031281093141197,0.23411510719463197
C7H17N,"het:edges=0-1,0-2,0-3,2-4,3-5,3-6,4-7;types=0,0,0,1,0,0,0,0",tertiary_amine,8,0.010276593101711343,0.01141552511415525,9.167562499999999,1,"1,1,1,1,2,2,3,3",,,3,0,2.6887500000000006,9.167562500000004,36.17685937500003,155.5030654462501,0.32238703107238953,0.0011827665265462396,0.26231788864817457,0.35594711918365973,0.13970129261344785,0.00011448577567857268,0.11941573324066691,0.15042720430122553,0.10510547657216575
C7H17N,"het:edges=0-1,0-2,0-3,2-4,3-5,3-6,5-7;types=0,0,0,0,0,0,1,0",primary_amine,8,0.01931232465607051,0.017123287671232876,9.233112500000002,1,"1,1,1,1,2,2,3,3",,,1,2,2.6887499999999998,9.233112499999999,36.889163624999995,160.98716896624998,0.3238363682648565,0.002062764081286937,0.26132323935771823,0.3950316317683168,0.14071427999861644,0.0003516531266004395,0.11735189715104138,0.17921068662414996,-0.12030407955187734
C7H17N,"het:edges=0-1,0-2,0-3,2-4,3-5,3-6,6-7;types=0,0,0,0,0,0,0,1",primary_amine,8,0.01931232465607051,0.018835616438356163,9.233112499999999,1,"1,1,1,1,2,2,3,3",,,1,2,2.68875,9.2331125,36.889163625,161.05271896625,0.3238743508502211,0.0021052515483833386,0.2613091429792701,0.3977578655922348,0.14086031369510899,0.00040972720398898806,0.11723299973998336,0.1846463629003559,-0.024993905056643183
C7H17N,"het:edges=0-1,0-2,0-3,2-4,3-5,3-6,6-7;types=0,0,0,0,0,0,1,0",secondary_amine,8,0.01992309726615623,0.019121004566210045,9.2003375,1,"1,1,1,1,2,2,3,3",,,2,1,2.6887500000000006,9.200337500000003,36.56103412500001,158.7651306287501,0.3230639575548806,0.0015220748328556688,0.26132207926698237,0.35734348045631525,0.14021228122901067,0.0002092736087515173,0.11733544758053768,0.15798503996876678,-0.04109227689635102
C7H17N,"het:edges=0-1,0-2,0-3,2-4,3-5,3-6,6-7;types=0,0,0,1,0,0,0,0",tertiary_amine,8,0.020553186203421024,0.02254566210045662,9.167562499999999,1,"1,1,1,1,2,2,3,3",,,3,0,2.6887499999999998,9.167562499999999,36.17685937499999,155.5999654462499,0.32241820249359043,0.0012033701839373372,0.2623192210770068,0.3559293968601619,0.13972784599490626,0.00010596271524575886,0.11942879072005606,0.1503179191980103,0.0925266997740729
C7H17N,"het:edges=0-1,0-2,0-3,2-4,3-5,4-6,4-7;types=0,0,0,0,0,1,0,0",primary_amine,8,0.009656162328029709,0.007990867579908675,9.233112499999997,1,"1,1,1,1,2,2,3,3",,,1,2,2.68875,9.2331125,36.88916362500001,160.72781896625003,0.3237544162881857,0.0020203541391719025,0.2632733389169185,0.39775805925606517,0.1406180113701604,0.0003800640523574808,0.12021750851569482,0.18465210624026412,-0.1892969360758049
C7H17N,"het:edges=0-1,0-2,0-3,2-4,3-5,4-6,4-7;types=0,0,0,1,0,0,0,0",secondary_amine,8,0.009961548633087753,0.007990867579908675,9.200337500000002,1,"1,1,1,1,2,2,3,3",,,2,1,2.68875,9.2003375,36.561034125000006,158.44023062875007,0.32294442729282136,0.0014378549700514438,0.26439418875435705,0.3573436739492589,0.13997523475746154,0.0001821615994770297,0.12271643716928274,0.15818146214741047,-0.22043318290178732
C7H17N,"het:edges=0-1,0-2,0-3,2-4,3-5,4-6,5-7;types=0,0,0,0,0,0,0,1",primary_amine,8,0.02086153901885764,0.018835616438356163,9.151887499999999,1,"1,1,1,2,2,2,2,3",,,1,2,2.6887499999999998,9.1518875,35.76475312499999,150.99960090374998,0.3230509271592882,0.001590296791227646,0.26325555755829433,0.39779231966047846,0.14117653331445315,0.0003621505559846731,0.12005157809216904,0.18491659841764013,-0.10215765121176838
C7H17N,"het:edges=0-1,0-2,0-3,2-4,3-5,4-6,5-7;types=0,0,0,0,0,1,0,0",secondary_amine,8,0.02152130716503556,0.0228310502283105,9.119112500000004,1,"1,1,1,2,2,2,2,3",,,2,1,2.6887499999999998,9.119112499999998,35.436623624999996,148.77756256624997,0.322273119727456,0.001034582907665922,0.2632696000472034,0.3573778835698079,0.14063377647664754,0.00018849286629432004,0.12016903685807297,0.1621715187230583,0.0590779836156043
C7H17N,"het:edges=0-1,0-2,0-3,2-4,3-5,4-6,5-7;types=0,0,0,1,0,0,0,0",secondary_amine,8,0.021521307165035565,0.023687214611872145,9.119112499999996,1,"1,1,1,2,2,2,2,3",,,2,1,2.68875,9.1191125,35.43662362500001,148.64646256625008,0.3222031321013579,0.000966082592918524,0.2643904790548506,0.35596377591374306,0.14038990335869123,0.00011441148017164736,0.12266893112253133,0.1531190135893813,0.09589195515518809
C7H17N,"het:edges=0-1,0-2,0-3,2-4,3-5,4-6,5-7;types=1,0,0,0,0,0,0,0",tertiary_amine,8,0.011100970586924823,0.012842465753424657,9.086337499999994,1,"1,1,1,2,2,2,2,3",,,3,0,2.6887499999999993,9.086337499999996,35.05244887499997,145.61239738374988,0.3216231290726826,0.0007058888532854716,0.29155558475774157,0.35594720931797835,0.14012308159012532,6.911909396167759e-05,0.1297496518361604,0.1504303499672452,0.14572475972152016
C7H17N,"het:edges=0-1,0-2,0-3,2-4,3-5,5-6,5-7;types=0,0,0,0,0,0,0,1",primary_amine,8,0.01931232465607051,0.021404109589041095,9.233112499999995,1,"1,1,1,1,2,2,3,3",,,1,2,2.6887499999999998,9.233112499999997,36.88916362499999,160.66226896624994,0.3237173612912224,0.001980175300007966,0.26325803792582914,0.3950976851977592,0.14048561876989868,0.00033157338736821253,0.12008070903216583,0.17971197363601207,0.10283946008233294
C7H17N,"het:edges=0-1,0-2,0-3,2-4,3-5,5-6,5-7;types=0,0,0,0,0,1,0,0",tertiary_amine,8,0.010276593101711343,0.00884703196347032,9.167562499999997,1,"1,1,1,1,2,2,3,3",,,3,0,2.6887499999999998,9.167562499999997,36.17685937499998,155.40616544624982,0.32236029669771626,0.0011695474696384002,0.2632709648773005,0.35591422658300753,0.1396865289887497,0.00012349345091399122,0.12018288181124,0.15018475047043356,-0.14978674762436883
C7H17N,"het:edges=0-1,0-2,0-3,2-4,3-5,5-6,5-7;types=0,0,0,1,0,0,0,0",secondary_amine,8,0.009961548633087753,0.01113013698630137,9.200337500000002,1,"1,1,1,1,2,2,3,3",,,2,1,2.6887500000000006,9.200337500000003,36.56103412500002,158.3091306287501,0.3228740373747707,0.001368610780693968,0.26439182880482753,0.3559143160693708,0.13972619766663996,0.00010530485461989931,0.1226826121040443,0.15018781880443263,0.11092391775595566
C7H17N,"het:edges=0-1,0-2,1-3,1-4,1-5,2-6,2-7;types=0,0,0,0,0,0,0,1",primary_amine,8,0.0027584157356250133,0.00228310502283105,9.39556249999999,1,"1,1,1,1,1,2,3,4",,,1,2,2.688749999999999,9.395562499999993,39.27687937499995,182.67825104624967,0.3248628570799263,0.0025429750970644162,0.23351193339547582,0.39509750340324046,0.13932960033065628,0.0003492423650943368,0.11494157764668529,0.1797068326430547,-0.18912006201267617
C7H17N,"het:edges=0-1,0-2,1-3,1-4,1-5,2-6,2-7;types=0,0,1,0,0,0,0,0",tertiary_amine,8,0.0014678251647696474,0.0028538812785388126,9.330012499999997,1,"1,1,1,1,1,2,3,4",,,3,0,2.6887499999999993,9.330012499999995,38.56457512499996,177.4221475262497,0.32350542066645926,0.001734680572450238,0.23352387283887321,0.3546950904082914,0.13852595730887896,0.00013683383632870838,0.11503155320019065,0.1490520038810612,0.6648977635087372
C7H17N,"het:edges=0-1,0-2,1-3,1-4,1-5,2-6,6-7;types=0,0,0,0,0,0,0,1",primary_amine,8,0.0029796929434307957,0.003139269406392694,9.314337499999997,1,"1,1,1,1,2,2,2,4",,,1,2,2.6887499999999993,9.314337499999995,38.15246887499997,173.01558298374977,0.3241946861703796,0.002151187410305944,0.23353743328098467,0.39779252539149845,0.14000228537285037,0.0003745483237755878,0.11509673438582801,0.18492294398392575,0.052169826573399546
C7H17N,"het:edges=0-1,0-2,1-3,1-4,1-5,2-6,6-7;types=0,0,0,0,0,0,1,0",secondary_amine,8,0.0030739288714593783,0.0025684931506849314,9.281562499999993,1,"1,1,1,1,2,2,2,4",,,2,1,2.6887499999999998,9.281562499999994,37.82433937499996,170.79354464624973,0.32341731577530186,0.0015982939021835709,0.2335375120971423,0.357378089121566,0.13946545435578928,0.00020328393116903702,0.11509919040399115,0.1623927634383202,-0.1796370378123635
