N,mode,steps,KL_max_pairwise,KL_split_max,Rhat_energy_max,ESS_energy_min,n_unique_eq,expected_unique_eq,coverage_unique_eq,steps_total,steps_per_sec_total,elapsed_sec
16,A,2000000,0.09637297282086435,0.27811804634625453,1.0000174164987987,51300.030496751,10347,10359,0.9988415870257746,12000000,0.0,0.0
16,A,4000000,0.036402203006436804,0.09514859846306972,1.00000041991291,105994.70722415706,10354,10359,0.9995173279274061,24000000,0.0,0.0
