formula,state_id,class_label,N_heavy,P_exact,P_emp,energy,is_valid_valence,degree_seq,o_deg,o_implicit_h,n_deg,n_implicit_h,fp0,fp1,fp2,fp3,fp4,fp5,fp6,fp7,fp8,fp9,fp10,fp11,log_ratio_emp_exact
C6H15N,"het:edges=0-1,0-2,1-3,2-4,2-5,2-6;types=0,0,0,0,0,0,1",primary_amine,7,0.01862826935479719,0.021056388294075662,9.399642857142863,1,"1,1,1,1,2,2,4",,,1,2,2.7071428571428577,9.399642857142862,38.74608928571431,177.56690267857155,0.3198536663527017,0.0020537723686322585,0.23373201957538436,0.3851186699971002,0.1349970159062684,0.00026250485331605686,0.1156253950619657,0.16893658051609417,0.12252370511152846
C6H15N,"het:edges=0-1,0-2,1-3,2-4,2-5,2-6;types=1,0,0,0,0,0,0",secondary_amine,7,0.0064582198209553274,0.0046395431834403995,9.36035714285714,1,"1,1,1,1,2,2,4",,,2,1,2.7071428571428564,9.36035714285714,38.344303571428554,174.7222330357142,0.318929365329561,0.0014153371038340707,0.2335958178491875,0.34556389357727296,0.13434274768964874,8.357569901696268e-05,0.1151498084269646,0.1466977634372974,-0.330737740062956
C6H15N,"het:edges=0-1,0-2,1-3,2-4,2-5,5-6;types=0,0,1,0,0,0,0",tertiary_amine,7,0.04790673196831412,0.04925053533190578,9.148214285714284,1,"1,1,1,2,2,2,3",,,3,0,2.7071428571428577,9.148214285714287,35.288375000000016,146.85798839285727,0.3172017780430673,0.0005942319206890685,0.2908374853323188,0.34554645653679666,0.1355020569468683,4.494793513113715e-05,0.12510673607222628,0.14197557090237764,0.027664199995101363
C6H15N,"het:edges=0-1,0-2,1-3,2-4,3-5,4-6;types=0,0,0,0,0,0,1",primary_amine,7,0.04828462463946684,0.051034975017844396,9.140357142857143,1,"1,1,2,2,2,2,2",,,1,2,2.707142857142857,9.140357142857141,34.9334107142857,142.55665803571418,0.31810656360939105,0.001127490525497384,0.296981918507348,0.38991570702026535,0.1371269203671708,0.0003043825526337942,0.1254450781789333,0.17767217776459626,0.05539800169415671
C6H15N,"het:edges=0-1,0-2,1-3,2-4,3-5,4-6;types=0,0,0,0,1,0,0",secondary_amine,7,0.05021927382862823,0.04746609564596717,9.101071428571432,1,"1,1,2,2,2,2,2",,,2,1,2.7071428571428564,9.101071428571428,34.531625000000005,139.79055982142856,0.3172156957466152,0.0005060875620037892,0.2969981748740131,0.3470669910098903,0.1365667047357141,0.00013284206841607363,0.1255860320214593,0.15822604688470207,-0.0563832123586642
C6H15N,"het:edges=0-1,0-2,1-3,2-4,3-5,4-6;types=0,0,1,0,0,0,0",secondary_amine,7,0.05021927382862823,0.04853675945753034,9.101071428571432,1,"1,1,2,2,2,2,2",,,2,1,2.707142857142857,9.101071428571426,34.531624999999984,139.71198839285705,0.3171722298842266,0.0004614186125291557,0.2970289844703337,0.345564271689929,0.1364121002721885,8.394200466576127e-05,0.12580526441495615,0.1535847946246909,-0.03407745530909393
C6H15N,"het:edges=0-1,0-2,1-3,2-4,3-5,4-6;types=1,0,0,0,0,0,0",secondary_amine,7,0.025109636914311378,0.01998572448251249,9.101071428571428,1,"1,1,2,2,2,2,2",,,2,1,2.707142857142857,9.101071428571426,34.531624999999984,139.71198839285702,0.3171716676996988,0.00045998055299550765,0.29837049107481123,0.3455466515577402,0.13640390083836312,7.820089882549518e-05,0.12892131091838505,0.15334484994803158,-0.22823346022984323
C6H15N,"het:edges=0-1,0-2,1-3,2-4,4-5,4-6;types=0,0,0,0,0,0,1",primary_amine,7,0.044286708939953554,0.05032119914346895,9.226785714285722,1,"1,1,1,2,2,2,3",,,1,2,2.7071428571428577,9.226785714285715,36.15676785714286,153.25113125,0.318735795138577,0.0014958043136820615,0.2637304567757224,0.387385790294064,0.1363234467441578,0.00027009413988368213,0.12246186565171298,0.17294102913844084,0.12774183164946237
C6H15N,"het:edges=0-1,0-2,1-3,2-4,4-5,4-6;types=0,0,0,0,1,0,0",tertiary_amine,7,0.023953365984154183,0.023911491791577446,9.148214285714285,1,"1,1,1,2,2,2,3",,,3,0,2.7071428571428577,9.148214285714289,35.28837500000002,146.7637026785716,0.3171748563473801,0.0005787323494340467,0.2930777728856347,0.34554654947840496,0.13549666525827322,5.9173340970500557e-05,0.12509590279058866,0.14366677336052758,-0.0017496845684173146
C6H15N,"het:edges=0-1,0-2,1-3,2-4,4-5,4-6;types=0,0,1,0,0,0,0",secondary_amine,7,0.023030585614270103,0.024982155603140613,9.187499999999996,1,"1,1,1,2,2,2,3",,,2,1,2.7071428571428564,9.187499999999996,35.754982142857116,150.4064616071427,0.31780642025322564,0.0008432034826245764,0.2635814389128077,0.34554665087766023,0.13563686213962725,6.990701501228405e-05,0.12309141887193285,0.14972046794524443,0.08133864891066872
