state_id,P_exact,P_emp
"het:edges=0-1,0-2,0-3,0-4,3-5;types=0,0,0,0,1,0",0.03709970840764688,0.03380952380952381
"het:edges=0-1,0-2,0-3,0-4,4-5;types=0,0,0,0,0,1",0.012366569469215575,0.011904761904761904
"het:edges=0-1,0-2,0-3,0-4,4-5;types=0,0,0,0,1,0",0.012890773479034084,0.012857142857142857
"het:edges=0-1,0-2,0-3,1-4,2-5;types=0,0,0,1,0,0",0.045575901910173834,0.048095238095238094
"het:edges=0-1,0-2,0-3,2-4,3-5;types=0,0,0,0,0,1",0.09115180382034602,0.09238095238095238
"het:edges=0-1,0-2,0-3,2-4,3-5;types=0,0,0,1,0,0",0.09501561918027723,0.09047619047619047
"het:edges=0-1,0-2,0-3,2-4,3-5;types=1,0,0,0,0,0",0.04952160851366782,0.04476190476190476
"het:edges=0-1,0-2,0-3,3-4,3-5;types=0,0,0,0,0,1",0.04111997897960239,0.041428571428571426
"het:edges=0-1,0-2,0-3,3-4,3-5;types=0,0,0,1,0,0",0.022339958352678924,0.022857142857142857
"het:edges=0-1,0-2,1-3,1-4,2-5;types=0,0,0,0,0,1",0.045575901910173834,0.05095238095238095
"het:edges=0-1,0-2,1-3,1-4,2-5;types=0,0,1,0,0,0",0.04750780959013938,0.04904761904761905
"het:edges=0-1,0-2,1-3,2-4,2-5;types=0,0,0,0,0,1",0.09115180382034654,0.10047619047619048
"het:edges=0-1,0-2,1-3,2-4,2-5;types=0,0,1,0,0,0",0.04952160851366833,0.05
"het:edges=0-1,0-2,1-3,2-4,2-5;types=1,0,0,0,0,0",0.04750780959013941,0.045714285714285714
"het:edges=0-1,0-2,1-3,2-4,4-5;types=0,0,0,0,0,1",0.10102937241072665,0.10476190476190476
"het:edges=0-1,0-2,1-3,2-4,4-5;types=0,0,0,0,1,0",0.10531188602608152,0.10333333333333333
"het:edges=0-1,0-2,1-3,2-4,4-5;types=0,0,1,0,0,0",0.10531188602608159,0.09714285714285714
