state_id,P_exact,P_emp
"het:edges=0-1,0-2,0-3,0-4,3-5;types=0,0,0,0,1,0",0.03670480100273248,0.04
"het:edges=0-1,0-2,0-3,0-4,4-5;types=0,0,0,0,0,1",0.012234933667577618,0.012857142857142857
"het:edges=0-1,0-2,0-3,0-4,4-5;types=0,0,0,0,1,0",0.012838138040825176,0.012380952380952381
"het:edges=0-1,0-2,0-3,1-4,2-5;types=0,0,0,1,0,0",0.04536122040899646,0.05
"het:edges=0-1,0-2,0-3,2-4,3-5;types=0,0,0,0,0,1",0.09072244081799297,0.08857142857142856
"het:edges=0-1,0-2,0-3,2-4,3-5;types=0,0,0,1,0,0",0.09519522134463435,0.10333333333333333
"het:edges=0-1,0-2,0-3,2-4,3-5;types=1,0,0,0,0,0",0.049944259023159285,0.041428571428571426
"het:edges=0-1,0-2,0-3,3-4,3-5;types=0,0,0,0,0,1",0.040804099896374305,0.03238095238095238
"het:edges=0-1,0-2,0-3,3-4,3-5;types=0,0,0,1,0,0",0.02246335654173914,0.023809523809523808
"het:edges=0-1,0-2,1-3,1-4,2-5;types=0,0,0,0,0,1",0.04536122040899689,0.041428571428571426
"het:edges=0-1,0-2,1-3,1-4,2-5;types=0,0,1,0,0,0",0.047597610672318165,0.04380952380952381
"het:edges=0-1,0-2,1-3,2-4,2-5;types=0,0,0,0,0,1",0.09072244081799331,0.09380952380952381
"het:edges=0-1,0-2,1-3,2-4,2-5;types=0,0,1,0,0,0",0.049944259023159285,0.051904761904761905
"het:edges=0-1,0-2,1-3,2-4,2-5;types=1,0,0,0,0,0",0.0475976106723182,0.0419047619047619
"het:edges=0-1,0-2,1-3,2-4,4-5;types=0,0,0,0,0,1",0.10085458678020867,0.10380952380952381
"het:edges=0-1,0-2,1-3,2-4,4-5;types=0,0,0,0,1,0",0.1058269004404868,0.10857142857142857
"het:edges=0-1,0-2,1-3,2-4,4-5;types=0,0,1,0,0,0",0.10582690044048687,0.11
