state_id,P_exact,P_emp
"het:edges=0-1,0-2,0-3,0-4,1-5,2-6,3-7;types=0,0,0,0,1,0,0,0",0.002979972291803412,0.001997716894977169
"het:edges=0-1,0-2,0-3,0-4,2-5,3-6,3-7;types=0,0,0,0,1,0,0,0",0.008304437754128051,0.007420091324200913
"het:edges=0-1,0-2,0-3,0-4,2-5,3-6,4-7;types=0,0,0,0,0,0,0,1",0.008939916875414535,0.005707762557077625
"het:edges=0-1,0-2,0-3,0-4,2-5,3-6,4-7;types=0,0,0,0,1,0,0,0",0.009282120669299287,0.0059931506849315065
"het:edges=0-1,0-2,0-3,0-4,2-5,3-6,6-7;types=0,0,0,0,1,0,0,0",0.017879833750821292,0.016837899543378994
"het:edges=0-1,0-2,0-3,0-4,3-5,3-6,4-7;types=0,0,0,0,0,0,0,1",0.004152218877063011,0.004280821917808219
"het:edges=0-1,0-2,0-3,0-4,3-5,3-6,4-7;types=0,0,0,0,1,0,0,0",0.004311158280256976,0.003995433789954338
"het:edges=0-1,0-2,0-3,0-4,3-5,4-6,4-7;types=0,0,0,0,0,0,0,1",0.008304437754128053,0.007420091324200913
"het:edges=0-1,0-2,0-3,0-4,3-5,4-6,4-7;types=0,0,0,0,1,0,0,0",0.004476181595361502,0.003139269406392694
"het:edges=0-1,0-2,0-3,0-4,3-5,4-6,5-7;types=0,0,0,0,0,0,1,0",0.008939916875414537,0.01113013698630137
"het:edges=0-1,0-2,0-3,0-4,3-5,4-6,5-7;types=0,0,0,0,1,0,0,0",0.00928212066929929,0.009417808219178082
"het:edges=0-1,0-2,0-3,0-4,3-5,4-6,6-7;types=0,0,0,0,0,0,0,1",0.008939916875414537,0.008561643835616438
"het:edges=0-1,0-2,0-3,0-4,3-5,4-6,6-7;types=0,0,0,0,0,0,1,0",0.009282120669299287,0.008561643835616438
"het:edges=0-1,0-2,0-3,0-4,3-5,4-6,6-7;types=0,0,0,0,1,0,0,0",0.009282120669299287,0.008561643835616438
"het:edges=0-1,0-2,0-3,0-4,4-5,4-6,4-7;types=0,0,0,0,0,0,0,1",0.0011942974109626409,0.001141552511415525
"het:edges=0-1,0-2,0-3,1-4,1-5,2-6,2-7;types=0,0,0,1,0,0,0,0",0.00223497921885256,0.001141552511415525
"het:edges=0-1,0-2,0-3,1-4,2-5,2-6,2-7;types=0,0,0,1,0,0,0,0",0.0027681459180415795,0.0014269406392694063
"het:edges=0-1,0-2,0-3,1-4,2-5,2-6,3-7;types=0,0,0,0,0,0,0,1",0.009624024660731447,0.01141552511415525
"het:edges=0-1,0-2,0-3,1-4,2-5,2-6,3-7;types=0,0,0,1,0,0,0,0",0.009992414859133367,0.010273972602739725
"het:edges=0-1,0-2,0-3,1-4,2-5,3-6,3-7;types=0,0,0,0,0,0,0,1",0.009624024660731447,0.009417808219178082
"het:edges=0-1,0-2,0-3,1-4,2-5,3-6,3-7;types=0,0,0,1,0,0,0,0",0.005187453182882422,0.0045662100456621
"het:edges=0-1,0-2,0-3,1-4,2-5,3-6,3-7;types=1,0,0,0,0,0,0,0",0.005187453182882417,0.0025684931506849314
