state_id,P_exact,P_emp
"het:edges=0-1,0-2,0-3,0-4,3-5;types=0,0,0,0,1,0",0.03761210968867049,0.03857142857142857
"het:edges=0-1,0-2,0-3,0-4,4-5;types=0,0,0,0,0,1",0.012537369896223498,0.015238095238095238
"het:edges=0-1,0-2,0-3,0-4,4-5;types=0,0,0,0,1,0",0.013095326917751582,0.01904761904761905
"het:edges=0-1,0-2,0-3,1-4,2-5;types=0,0,0,1,0,0",0.04555449939426452,0.04476190476190476
"het:edges=0-1,0-2,0-3,2-4,3-5;types=0,0,0,0,0,1",0.0911089987885306,0.09714285714285714
"het:edges=0-1,0-2,0-3,2-4,3-5;types=0,0,0,1,0,0",0.0951636694267279,0.09857142857142857
"het:edges=0-1,0-2,0-3,2-4,3-5;types=1,0,0,0,0,0",0.04969939357900057,0.05380952380952381
"het:edges=0-1,0-2,0-3,3-4,3-5;types=0,0,0,0,0,1",0.04139324616443575,0.049523809523809526
"het:edges=0-1,0-2,0-3,3-4,3-5;types=0,0,0,1,0,0",0.022579758969952995,0.017619047619047618
"het:edges=0-1,0-2,1-3,1-4,2-5;types=0,0,0,0,0,1",0.045554499394264814,0.041428571428571426
"het:edges=0-1,0-2,1-3,1-4,2-5;types=0,0,1,0,0,0",0.047581834713363816,0.049523809523809526
"het:edges=0-1,0-2,1-3,2-4,2-5;types=0,0,0,0,0,1",0.09110899878853088,0.09095238095238095
"het:edges=0-1,0-2,1-3,2-4,2-5;types=0,0,1,0,0,0",0.04969939357900057,0.05047619047619047
"het:edges=0-1,0-2,1-3,2-4,2-5;types=1,0,0,0,0,0",0.04758183471336388,0.03571428571428571
"het:edges=0-1,0-2,1-3,2-4,4-5;types=0,0,0,0,0,1",0.10026816485076837,0.09761904761904762
"het:edges=0-1,0-2,1-3,2-4,4-5;types=0,0,0,0,1,0",0.10473045056757496,0.10476190476190476
"het:edges=0-1,0-2,1-3,2-4,4-5;types=0,0,1,0,0,0",0.10473045056757502,0.09523809523809523
