state_id,P_exact,P_emp
"het:edges=0-1,0-2,0-3,0-4,3-5;types=0,0,0,0,1,0",0.036622605833758995,0.025238095238095237
"het:edges=0-1,0-2,0-3,0-4,4-5;types=0,0,0,0,0,1",0.012207535277919769,0.011428571428571429
"het:edges=0-1,0-2,0-3,0-4,4-5;types=0,0,0,0,1,0",0.012752832538407956,0.017619047619047618
"het:edges=0-1,0-2,0-3,1-4,2-5;types=0,0,0,1,0,0",0.0454796828504871,0.04857142857142857
"het:edges=0-1,0-2,0-3,2-4,3-5;types=0,0,0,0,0,1",0.09095936570097239,0.08714285714285715
"het:edges=0-1,0-2,0-3,2-4,3-5;types=0,0,0,1,0,0",0.09502242116657628,0.09285714285714286
"het:edges=0-1,0-2,0-3,2-4,3-5;types=1,0,0,0,0,0",0.04963348443986283,0.04523809523809524
"het:edges=0-1,0-2,0-3,3-4,3-5;types=0,0,0,0,0,1",0.040811573094867964,0.04285714285714286
"het:edges=0-1,0-2,0-3,3-4,3-5;types=0,0,0,1,0,0",0.022269510814638103,0.025238095238095237
"het:edges=0-1,0-2,1-3,1-4,2-5;types=0,0,0,0,0,1",0.0454796828504871,0.04523809523809524
"het:edges=0-1,0-2,1-3,1-4,2-5;types=0,0,1,0,0,0",0.04751121058328814,0.05285714285714286
"het:edges=0-1,0-2,1-3,2-4,2-5;types=0,0,0,0,0,1",0.09095936570097597,0.10380952380952381
"het:edges=0-1,0-2,1-3,2-4,2-5;types=0,0,1,0,0,0",0.049633484439863144,0.04380952380952381
"het:edges=0-1,0-2,1-3,2-4,2-5;types=1,0,0,0,0,0",0.047511210583288166,0.05142857142857143
"het:edges=0-1,0-2,1-3,2-4,4-5;types=0,0,0,0,0,1",0.10136348076428235,0.09761904761904762
"het:edges=0-1,0-2,1-3,2-4,4-5;types=0,0,0,0,1,0",0.10589127668016182,0.1061904761904762
"het:edges=0-1,0-2,1-3,2-4,4-5;types=0,0,1,0,0,0",0.10589127668016192,0.10285714285714286
