state_id,P_exact,P_emp
"het:edges=0-1,0-2,0-3,0-4;types=0,0,0,0,2",0.02588240635304602,0.019230769230769232
"het:edges=0-1,0-2,0-3,2-4;types=0,0,0,2,0",0.19442430612590972,0.21225071225071226
"het:edges=0-1,0-2,0-3,3-4;types=0,0,0,0,2",0.09721215306295476,0.09401709401709402
"het:edges=0-1,0-2,0-3,3-4;types=0,0,0,2,0",0.10671649462521558,0.10327635327635327
"het:edges=0-1,0-2,1-3,2-4;types=0,0,0,0,2",0.2175443887085707,0.2101139601139601
"het:edges=0-1,0-2,1-3,2-4;types=0,0,2,0,0",0.23881350074953553,0.24572649572649571
"het:edges=0-1,0-2,1-3,2-4;types=2,0,0,0,0",0.11940675037476778,0.11538461538461539
