state_id,P_exact,P_emp
"het:edges=0-1,0-2,0-3,0-4,3-5;types=0,0,0,0,1,0",0.037681295626156235,0.03571428571428571
"het:edges=0-1,0-2,0-3,0-4,4-5;types=0,0,0,0,0,1",0.012560431875385431,0.011904761904761904
"het:edges=0-1,0-2,0-3,0-4,4-5;types=0,0,0,0,1,0",0.01317408372384631,0.013333333333333334
"het:edges=0-1,0-2,0-3,1-4,2-5;types=0,0,0,1,0,0",0.04544171431784966,0.04666666666666667
"het:edges=0-1,0-2,0-3,2-4,3-5;types=0,0,0,0,0,1",0.09088342863569941,0.09380952380952381
"het:edges=0-1,0-2,0-3,2-4,3-5;types=0,0,0,1,0,0",0.09532362500235915,0.09238095238095238
"het:edges=0-1,0-2,0-3,2-4,3-5;types=1,0,0,0,0,0",0.04999037569331413,0.051904761904761905
"het:edges=0-1,0-2,0-3,3-4,3-5;types=0,0,0,0,0,1",0.04137997910789973,0.04285714285714286
"het:edges=0-1,0-2,0-3,3-4,3-5;types=0,0,0,1,0,0",0.022761032817955027,0.02619047619047619
"het:edges=0-1,0-2,1-3,1-4,2-5;types=0,0,0,0,0,1",0.04544171431784969,0.039047619047619046
"het:edges=0-1,0-2,1-3,1-4,2-5;types=0,0,1,0,0,0",0.04766181250117984,0.048095238095238094
"het:edges=0-1,0-2,1-3,2-4,2-5;types=0,0,0,0,0,1",0.09088342863569936,0.09619047619047619
"het:edges=0-1,0-2,1-3,2-4,2-5;types=0,0,1,0,0,0",0.049990375693314125,0.04285714285714286
"het:edges=0-1,0-2,1-3,2-4,2-5;types=1,0,0,0,0,0",0.04766181250117984,0.05095238095238095
"het:edges=0-1,0-2,1-3,2-4,4-5;types=0,0,0,0,0,1",0.09980427465952095,0.10238095238095238
"het:edges=0-1,0-2,1-3,2-4,4-5;types=0,0,0,0,1,0",0.10468030744539568,0.1019047619047619
"het:edges=0-1,0-2,1-3,2-4,4-5;types=0,0,1,0,0,0",0.10468030744539551,0.10380952380952381
