N,mode,steps,KL_max_pairwise,KL_split_max,Rhat_energy_max,ESS_energy_min,n_unique_eq,expected_unique_eq,coverage_unique_eq,steps_total,steps_per_sec_total,elapsed_sec
16,A,32000000,0.006854732805046618,0.013819557889025037,1.000000211270687,482096.30807444116,10358,10359,0.9999034655854813,192000000,9020.67701380254,21284.433497199905
