formula,state_id,class_label,N_heavy,P_exact,P_emp,energy,is_valid_valence,degree_seq,o_deg,o_implicit_h,n_deg,n_implicit_h,fp0,fp1,fp2,fp3,fp4,fp5,fp6,fp7,fp8,fp9,fp10,fp11,log_ratio_emp_exact
C4H10O,"het:edges=0-1,0-2,0-3,0-4;types=0,0,0,0,2",alcohol,5,0.02661855708840909,0.02207977207977208,9.35,1,"1,1,1,1,4",1,1,,,2.7,9.35,39.075,184.0375,0.31797024903070076,0.0028998736467082684,0.23405256921443887,0.4043139195428534,0.13067381132677483,0.0007423795660241488,0.11527589309265929,0.18513599659758095,-0.18694670085206852
C4H10O,"het:edges=0-1,0-2,0-3,2-4;types=0,0,0,2,0",alcohol,5,0.1950718742761614,0.1915954415954416,9.149999999999995,1,"1,1,1,2,3",1,1,,,2.7,9.15,35.925,153.8375,0.3172424911983732,0.0025459440357269037,0.2573448259480309,0.40633952157370345,0.13283069000481632,0.0007829938267285477,0.11455837849470023,0.18854146363735913,-0.01798200259296443
C4H10O,"het:edges=0-1,0-2,0-3,3-4;types=0,0,0,0,2",alcohol,5,0.09753593713808056,0.09971509971509972,9.149999999999999,1,"1,1,1,2,3",1,1,,,2.7,9.149999999999999,35.92499999999999,154.03749999999994,0.3173467177466448,0.002650948330762272,0.2546891500943325,0.4085730002713147,0.1331676354489822,0.000890469091094975,0.11203928272411226,0.1924787621682841,0.022096220657372614
C4H10O,"het:edges=0-1,0-2,0-3,3-4;types=0,0,0,2,0",ether,5,0.10779388119226053,0.09971509971509972,9.050000000000004,1,"1,1,1,2,3",2,0,,,2.7000000000000006,9.050000000000004,34.875000000000014,146.46250000000006,0.31511782519647313,0.0010433452043600276,0.25708399593252096,0.3568902274772531,0.13174847858047606,0.00040835739625051757,0.11730015591631486,0.17123282389395147,-0.07790377836695488
C4H10O,"het:edges=0-1,0-2,1-3,2-4;types=0,0,0,0,2",alcohol,5,0.2155877623845225,0.21581196581196582,9.049999999999999,1,"1,1,2,2,2",1,1,,,2.6999999999999993,9.049999999999997,34.42499999999999,140.21249999999998,0.316795294674748,0.0023040868125120363,0.2825844380223613,0.40860152407143874,0.13410351279591398,0.0008717480259530563,0.11416345132637327,0.1926870926033098,0.001039423216732207
C4H10O,"het:edges=0-1,0-2,1-3,2-4;types=0,0,2,0,0",ether,5,0.23826132528037752,0.24857549857549857,8.949999999999994,1,"1,1,2,2,2",2,0,,,2.6999999999999997,8.95,33.37499999999999,132.83749999999995,0.31465853129118526,0.0007706945833223618,0.2845209232869776,0.3588905940419105,0.1329479475529929,0.00045096314918678686,0.11697417449620107,0.17451269605741532,0.04237853974045849
C4H10O,"het:edges=0-1,0-2,1-3,2-4;types=2,0,0,0,0",ether,5,0.11913066264018839,0.1225071225071225,8.95,1,"1,1,2,2,2",2,0,,,2.7,8.950000000000003,33.375000000000014,132.63750000000005,0.31455484837518705,0.0006711069958386217,0.2871583961426561,0.3566749620520755,0.1326167289905235,0.0003622118670427686,0.1230247018069248,0.17068021423658505,0.027948274854228676
