N,mode,steps,KL_max_pairwise,KL_split_max,Rhat_energy_max,ESS_energy_min,n_unique_eq,expected_unique_eq,coverage_unique_eq,steps_total,steps_per_sec_total,elapsed_sec
16,A,32000000,0.00487476386093863,0.01004034969782439,1.0000002723673453,675353.4771172036,10358,10359,0.9999034655854813,192000000,10537.302334384001,18220.98236409994
