N,mode,steps,KL_max_pairwise,KL_split_max,Rhat_energy_max,ESS_energy_min,n_unique_eq,expected_unique_eq,coverage_unique_eq,steps_total,steps_per_sec_total,elapsed_sec
16,A,16000000,0.00985203418365746,0.021173393504319668,1.0000001744467946,335506.22025082505,10359,10359,1.0,96000000,9628.565590293525,9970.332455000025
