seed,T,deltaG_backend,mh_proposals,mh_accepted,mh_rejected,acceptance_rate,n,m,cyclomatic,E_3d,total_fdm,total_entangled,penalty_factor_3d,elapsed_sec
10,3.0,fdm,7,7,0,1.0,5,7,3,0.34873873911567227,3.3380136975487065,4.50210838558269,1.3487387391156735,0.08858489990234375
11,3.0,fdm,3,1,2,0.3333333333333333,2,1,0,0.0,1.9211838203770515,1.9211838203770515,1.0,0.02145075798034668
12,3.0,fdm,8,8,0,1.0,7,8,2,0.16223337957244136,3.9132201768246904,4.548075111122045,1.162233379572446,0.1353003978729248
13,3.0,fdm,3,1,2,0.3333333333333333,2,1,0,0.0,1.9211838203770515,1.9211838203770515,1.0,0.026645898818969727
14,3.0,fdm,4,0,4,0.0,1,0,0,0.0,0.0,0.0,nan,0.0007774829864501953
15,3.0,fdm,8,6,2,0.75,5,6,2,0.07775554886106076,3.3380136975487065,3.5975627847073453,1.0777555488610608,0.07718515396118164
16,3.0,fdm,11,11,0,1.0,9,11,3,0.0861172805765907,4.509368522108591,4.8977030763502585,1.0861172805765897,0.21198630332946777
17,3.0,fdm,18,17,1,0.9444444444444444,15,17,3,0.06530391507212115,6.438127302567872,6.858560157452777,1.0653035945277463,0.4984889030456543
18,3.0,fdm,31,27,4,0.8709677419354839,25,27,3,0.022375013675837094,7.010028896801084,7.166878389117741,1.0223750136591068,1.2442567348480225
19,3.0,fdm,5,4,1,0.8,4,4,1,0.04994924679462547,2.8443619162370184,2.986435651564375,1.0499492467946254,0.05510878562927246
20,3.0,fdm,11,10,1,0.9090909090909091,8,10,3,0.1066182352787805,4.4379402855069525,4.911105647020309,1.1066182352787801,0.15623092651367188
21,3.0,fdm,3,0,3,0.0,1,0,0,0.0,0.0,0.0,nan,0.0
22,3.0,fdm,24,23,1,0.9583333333333334,21,23,3,0.042600310537343304,6.3652495657360975,6.6364111738331575,1.042600310529333,0.9001507759094238
23,3.0,fdm,29,27,2,0.9310344827586207,25,27,3,0.009984821735054276,6.625666242259402,6.691822325589091,1.0099848197767247,1.2784950733184814
24,3.0,fdm,14,11,3,0.7857142857142857,9,11,3,0.622212855998297,4.374093946020584,7.095711432576128,1.6222128559976605,0.20986437797546387
25,3.0,fdm,13,13,0,1.0,11,13,3,0.07129157532755453,5.1363713340623205,5.502551337934915,1.0712915753275543,0.29024505615234375
26,3.0,fdm,23,21,2,0.9130434782608695,20,21,2,0.008339004048738758,6.5387926631965785,6.5933196816889845,1.0083390040487612,0.8097052574157715
27,3.0,fdm,21,17,4,0.8095238095238095,15,17,3,0.10651536816705495,6.443137278678434,7.129430418067695,1.1065153681670474,0.4834582805633545
28,3.0,fdm,7,3,4,0.42857142857142855,3,3,1,0.0,2.4618802153517008,2.4618802153517008,1.0,0.040004730224609375
29,3.0,fdm,16,13,3,0.8125,11,13,3,0.06644305703710557,5.000804104002491,5.333072816316117,1.066443057037105,0.2883610725402832
30,3.0,fdm,18,16,2,0.8888888888888888,14,16,3,0.037196560966931254,5.668550290343111,5.8794008668133735,1.037196560967178,0.4384114742279053
31,3.0,fdm,23,22,1,0.9565217391304348,22,22,1,0.00016122167153317593,7.400294146478245,7.401487234269264,1.0001612216713827,0.9781208038330078
32,3.0,fdm,7,7,0,1.0,5,7,3,0.14784900512253288,3.139857080327591,3.6040818258809693,1.1478490051225338,0.08675193786621094
33,3.0,fdm,9,6,3,0.6666666666666666,4,6,3,0.6002979266599591,2.8443619162370184,4.551826477224642,1.6002979266599568,0.06349325180053711
34,3.0,fdm,10,6,4,0.6,4,6,3,0.6002979266599583,2.8443619162370184,4.551826477224642,1.6002979266599568,0.06638479232788086
35,3.0,fdm,7,6,1,0.8571428571428571,4,6,3,0.6002979266599566,2.8443619162370184,4.551826477224642,1.6002979266599568,0.06690621376037598
36,3.0,fdm,4,1,3,0.25,2,1,0,0.0,1.9211838203770515,1.9211838203770515,1.0,0.021197795867919922
37,3.0,fdm,27,27,0,1.0,25,27,3,0.0370798605509058,7.085092378062068,7.347806174272174,1.0370797982851374,1.2506327629089355
38,3.0,fdm,11,9,2,0.8181818181818182,7,9,3,0.1774455222808958,4.135348284204394,4.869147320308448,1.1774455222808957,0.1327970027923584
39,3.0,fdm,18,18,0,1.0,16,18,3,0.015278112877415147,6.487204821726073,6.586317069251099,1.0152781128773818,0.533869743347168
40,3.0,fdm,3,0,3,0.0,1,0,0,0.0,0.0,0.0,nan,0.0
41,3.0,fdm,16,12,4,0.75,11,12,2,0.03030651212024046,6.031556783635943,6.214352232403903,1.0303065121203696,0.2664306163787842
42,3.0,fdm,11,9,2,0.8181818181818182,7,9,3,0.28603942170345614,4.500373878463549,5.787658220108604,1.2860394217034565,0.13343453407287598
43,3.0,fdm,11,10,1,0.9090909090909091,8,10,3,0.14084217863369297,3.9984461372973485,4.561596002423785,1.140842178633694,0.1664137840270996
44,3.0,fdm,4,3,1,0.75,3,3,1,0.0,2.4618802153517008,2.4618802153517008,1.0,0.03870582580566406
45,3.0,fdm,13,11,2,0.8461538461538461,9,11,3,0.08444957790712104,4.609167566295817,4.99840982177269,1.084449577907121,0.20634174346923828
46,3.0,fdm,2,0,2,0.0,1,0,0,0.0,0.0,0.0,nan,0.0
47,3.0,fdm,13,10,3,0.7692307692307693,9,10,2,0.11632310327201568,4.7778833777515874,5.333661599323235,1.1163231032719743,0.19991850852966309
48,3.0,fdm,23,22,1,0.9565217391304348,20,22,3,0.01311862329844437,6.111917605976557,6.192322917038882,1.0131554965635827,0.8437271118164062
49,3.0,fdm,23,22,1,0.9565217391304348,20,22,3,0.024609076014201554,6.918549289601704,7.088808394977509,1.024609076014201,0.8265793323516846
0,3.0,fdm_entanglement,8,7,1,0.875,6,7,2,0.06530725974844744,3.8678631792748646,4.120462724595222,1.065307259748447,0.4848825931549072
1,3.0,fdm_entanglement,14,12,2,0.8571428571428571,10,12,3,0.18594901208784745,4.71004803543806,5.585876814514065,1.1859490120878455,1.6614964008331299
2,3.0,fdm_entanglement,15,12,3,0.8,12,12,1,0.016573020139294122,6.0143050470337736,6.113980245702123,1.0165730201392942,1.4998297691345215
3,3.0,fdm_entanglement,21,20,1,0.9523809523809523,18,20,3,0.043533887134535376,6.8741960429634075,7.173456517638294,1.0435338871345132,5.055554151535034
4,3.0,fdm_entanglement,7,6,1,0.8571428571428571,5,6,2,0.05293583094750069,3.3380136975487065,3.514714226342582,1.0529358309474994,0.3612661361694336
5,3.0,fdm_entanglement,14,9,5,0.6428571428571429,7,9,3,0.45082806248558166,3.8608053211531512,5.601364703722657,1.4508280624855834,0.9621565341949463
6,3.0,fdm_entanglement,16,15,1,0.9375,13,15,3,0.031168709633319552,5.70230976356201,5.880043400821717,1.0311687096333195,2.4833807945251465
7,3.0,fdm_entanglement,7,6,1,0.8571428571428571,4,6,3,0.6002979266599581,2.8443619162370184,4.551826477224642,1.6002979266599568,0.30985569953918457
8,3.0,fdm_entanglement,26,24,2,0.9230769230769231,22,24,3,0.034755810184263845,6.9378911820433915,7.179023211046289,1.0347558101843675,8.25070071220398
9,3.0,fdm_entanglement,6,3,3,0.5,3,3,1,0.0,2.4618802153517008,2.4618802153517008,1.0,0.15598726272583008
10,3.0,fdm_entanglement,8,7,1,0.875,5,7,3,0.14394273798569612,3.3380136975487065,3.818496528607623,1.1439427379856957,0.5051600933074951
11,3.0,fdm_entanglement,3,1,2,0.3333333333333333,2,1,0,0.0,1.9211838203770515,1.9211838203770515,1.0,0.06646895408630371
12,3.0,fdm_entanglement,9,8,1,0.8888888888888888,7,8,2,0.08139653002232236,3.9132201768246904,4.231742720431557,1.0813965300223218,0.7223143577575684
13,3.0,fdm_entanglement,3,1,2,0.3333333333333333,2,1,0,0.0,1.9211838203770515,1.9211838203770515,1.0,0.06596517562866211
14,3.0,fdm_entanglement,4,0,4,0.0,1,0,0,0.0,0.0,0.0,nan,0.05037260055541992
15,3.0,fdm_entanglement,9,7,2,0.7777777777777778,5,7,3,0.1425609486993338,3.139857080327591,3.587478084479418,1.1425609486993356,0.48314690589904785
16,3.0,fdm_entanglement,11,11,0,1.0,9,11,3,0.0861172805765907,4.509368522108591,4.8977030763502585,1.0861172805765897,1.1400363445281982
17,3.0,fdm_entanglement,18,17,1,0.9444444444444444,15,17,3,0.06530391507212115,6.438127302567872,6.858560157452777,1.0653035945277463,3.326659917831421
18,3.0,fdm_entanglement,31,27,4,0.8709677419354839,25,27,3,0.022375013675837094,7.010028896801084,7.166878389117741,1.0223750136591068,11.068740606307983
19,3.0,fdm_entanglement,5,4,1,0.8,4,4,1,0.04994924679462547,2.8443619162370184,2.986435651564375,1.0499492467946254,0.2048931121826172
20,3.0,fdm_entanglement,11,10,1,0.9090909090909091,8,10,3,0.1066182352787805,4.4379402855069525,4.911105647020309,1.1066182352787801,0.9169526100158691
21,3.0,fdm_entanglement,3,0,3,0.0,1,0,0,0.0,0.0,0.0,nan,0.03797650337219238
22,3.0,fdm_entanglement,24,23,1,0.9583333333333334,21,23,3,0.042600310537343304,6.3652495657360975,6.6364111738331575,1.042600310529333,7.4666748046875
23,3.0,fdm_entanglement,29,27,2,0.9310344827586207,25,27,3,0.014816476020618691,6.625666242259402,6.72383508194945,1.01481644805226,11.42195177078247
24,3.0,fdm_entanglement,14,11,3,0.7857142857142857,9,11,3,0.622212855998297,4.374093946020584,7.095711432576128,1.6222128559976605,1.2282280921936035
25,3.0,fdm_entanglement,13,13,0,1.0,11,13,3,0.21805353689832935,5.098746007076028,6.210545607664207,1.2180535368981364,1.6992969512939453
26,3.0,fdm_entanglement,23,22,1,0.9565217391304348,21,22,2,0.0126882602476795,6.643011722731272,6.727299984297741,1.0126882602476899,6.262619495391846
27,3.0,fdm_entanglement,22,17,5,0.7727272727272727,15,17,3,0.04712357021992179,6.413872764212212,6.716117347798166,1.0471235702199149,3.921379566192627
28,3.0,fdm_entanglement,7,3,4,0.42857142857142855,3,3,1,0.0,2.4618802153517008,2.4618802153517008,1.0,0.1843430995941162
29,3.0,fdm_entanglement,16,13,3,0.8125,11,13,3,0.06644305703710557,5.000804104002491,5.333072816316117,1.066443057037105,1.9043223857879639
30,3.0,fdm_entanglement,18,16,2,0.8888888888888888,14,16,3,0.09825087839325611,5.733093212445577,6.296374656478782,1.0982508783932583,2.994955539703369
31,3.0,fdm_entanglement,23,22,1,0.9565217391304348,22,22,1,0.00016122167153317593,7.400294146478245,7.401487234269264,1.0001612216713827,6.000377178192139
32,3.0,fdm_entanglement,7,7,0,1.0,5,7,3,0.14569819108151655,3.3380136975487065,3.824356255086875,1.1456981910815158,0.4166560173034668
33,3.0,fdm_entanglement,9,5,4,0.5555555555555556,4,5,2,0.02752898431269141,3.09311479667057,3.096174781890649,1.0009892892508785,0.3216533660888672
34,3.0,fdm_entanglement,10,5,5,0.5,4,5,2,0.059526907340889695,2.8443619162370184,3.0136779844687633,1.0595269073408715,0.4234604835510254
35,3.0,fdm_entanglement,7,6,1,0.8571428571428571,4,6,3,0.6002979266599566,2.8443619162370184,4.551826477224642,1.6002979266599568,0.293506383895874
36,3.0,fdm_entanglement,4,1,3,0.25,2,1,0,0.0,1.9211838203770515,1.9211838203770515,1.0,0.0728299617767334
37,3.0,fdm_entanglement,27,27,0,1.0,25,27,3,0.03513506841547893,7.079188474588889,7.327916093068075,1.035135046816737,10.888617515563965
38,3.0,fdm_entanglement,11,9,2,0.8181818181818182,7,9,3,0.1774455222808958,4.135348284204394,4.869147320308448,1.1774455222808957,0.7832467555999756
39,3.0,fdm_entanglement,18,18,0,1.0,16,18,3,0.015278112877415147,6.487204821726073,6.586317069251099,1.0152781128773818,3.9052798748016357
40,3.0,fdm_entanglement,3,0,3,0.0,1,0,0,0.0,0.0,0.0,nan,0.04465603828430176
41,3.0,fdm_entanglement,17,13,4,0.7647058823529411,11,13,3,0.05615953189542012,5.874436746467514,6.204342364298386,1.0561595318954204,1.9387590885162354
42,3.0,fdm_entanglement,11,9,2,0.8181818181818182,7,9,3,0.28603942170345614,4.500373878463549,5.787658220108604,1.2860394217034565,0.7997784614562988
43,3.0,fdm_entanglement,11,10,1,0.9090909090909091,8,10,3,0.14084217863369297,3.9984461372973485,4.561596002423785,1.140842178633694,1.0332460403442383
44,3.0,fdm_entanglement,4,3,1,0.75,3,3,1,0.0,2.4618802153517008,2.4618802153517008,1.0,0.12807583808898926
45,3.0,fdm_entanglement,13,11,2,0.8461538461538461,9,11,3,0.12789610995555392,4.403921139948734,4.967165522299211,1.1278961099555551,1.2219672203063965
46,3.0,fdm_entanglement,2,0,2,0.0,1,0,0,0.0,0.0,0.0,nan,0.028299331665039062
47,3.0,fdm_entanglement,14,11,3,0.7857142857142857,9,11,3,0.10149561659058588,4.7778833777515874,5.262817597174399,1.1014956165905865,1.277740478515625
48,3.0,fdm_entanglement,23,22,1,0.9565217391304348,20,22,3,0.01566475669879248,6.1435278065260315,6.239790635287635,1.0156689823490905,6.946072340011597
49,3.0,fdm_entanglement,23,22,1,0.9565217391304348,20,22,3,0.0367217350573951,6.918549289601704,7.172610126145392,1.036721692064192,7.539799451828003
0,10.0,fdm,8,8,0,1.0,7,8,2,0.056060807467102854,4.2301502412268155,4.46729587945715,1.0560608074671027,0.13283467292785645
1,10.0,fdm,16,15,1,0.9375,13,15,3,0.17047978835691413,5.645910492725127,6.608424118606983,1.1704797883569134,0.3860969543457031
2,10.0,fdm,27,27,0,1.0,25,27,3,0.0315293508508143,7.275622652612319,7.505018312113298,1.0315293508822387,1.2746143341064453
3,10.0,fdm,27,27,0,1.0,25,27,3,0.044299636894153505,6.969232452075868,7.195156603860319,1.0324173649448523,1.2712786197662354
4,10.0,fdm,9,8,1,0.8888888888888888,7,8,2,0.15474678881949452,3.8608053211531512,4.458252546858819,1.1547467888194947,0.16585564613342285
5,10.0,fdm,16,14,2,0.875,12,14,3,0.10468381564384338,5.699757042082826,6.296429357490959,1.1046838156438499,0.3341808319091797
6,10.0,fdm,16,15,1,0.9375,13,15,3,0.031168709633319552,5.70230976356201,5.880043400821717,1.0311687096333195,0.3785104751586914
7,10.0,fdm,10,9,1,0.9,7,9,3,0.13100627320437566,3.9132201768246904,4.425876568418661,1.1310062732043757,0.14138269424438477
8,10.0,fdm,26,26,0,1.0,24,26,3,0.0020005066609694497,6.903790806092014,6.9176018855855395,1.0020005066609692,1.1968104839324951
9,10.0,fdm,11,11,0,1.0,9,11,3,0.11150820984123809,4.801770174459879,5.337206970682952,1.1115082098412385,0.20526504516601562
10,10.0,fdm,7,7,0,1.0,5,7,3,0.34873873911567227,3.3380136975487065,4.50210838558269,1.3487387391156735,0.08302569389343262
11,10.0,fdm,6,6,0,1.0,4,6,3,0.6002979266599565,2.8443619162370184,4.551826477224642,1.6002979266599568,0.06550979614257812
12,10.0,fdm,8,8,0,1.0,7,8,2,0.16223337957244136,3.9132201768246904,4.548075111122045,1.162233379572446,0.1329185962677002
13,10.0,fdm,11,11,0,1.0,9,11,3,0.08240456091955187,4.540442132459563,4.914595272765529,1.0824045609195523,0.20296263694763184
14,10.0,fdm,18,18,0,1.0,16,18,3,0.06010365000344997,5.931270190275928,6.287761177870551,1.0601036500038516,0.5588357448577881
15,10.0,fdm,10,9,1,0.9,7,9,3,0.16600096203224765,3.8608053211531512,4.501702718683799,1.1660009620322485,0.13431119918823242
16,10.0,fdm,11,11,0,1.0,9,11,3,0.0861172805765907,4.509368522108591,4.8977030763502585,1.0861172805765897,0.18705463409423828
17,10.0,fdm,18,18,0,1.0,16,18,3,0.04110344995270755,6.560255826847785,6.829887378098951,1.0411007677700161,0.5571935176849365
18,10.0,fdm,27,26,1,0.9629629629629629,25,26,2,0.008854265751798878,6.946567073311599,7.008073824241399,1.0088542657517994,1.2754087448120117
19,10.0,fdm,7,7,0,1.0,6,7,2,0.07781556406786146,3.5441155712056793,3.819902923500739,1.077815564067861,0.1078028678894043
20,10.0,fdm,11,10,1,0.9090909090909091,8,10,3,0.1066182352787805,4.4379402855069525,4.911105647020309,1.1066182352787801,0.17170190811157227
21,10.0,fdm,11,11,0,1.0,9,11,3,0.14174518808461845,5.032864161838117,5.7462484390622,1.1417451880846192,0.21643400192260742
22,10.0,fdm,24,24,0,1.0,22,24,3,0.02026068712069288,6.350422798369489,6.47908658310308,1.0202606643398022,1.0001327991485596
23,10.0,fdm,28,27,1,0.9642857142857143,25,27,3,0.003982105587573697,6.651964144394904,6.678453098155374,1.0039821251566412,1.3149893283843994
24,10.0,fdm,27,27,0,1.0,25,27,3,0.006144575635150119,6.943754962652266,6.986421390187124,1.0061445756315344,1.2805750370025635
25,10.0,fdm,13,13,0,1.0,11,13,3,0.07129157532755453,5.1363713340623205,5.502551337934915,1.0712915753275543,0.29117536544799805
26,10.0,fdm,23,22,1,0.9565217391304348,21,22,2,0.0126882602476795,6.643011722731272,6.727299984297741,1.0126882602476899,0.9168124198913574
27,10.0,fdm,27,27,0,1.0,25,27,3,0.0618331340172648,6.855974850737374,7.279901262501417,1.0618331340171776,1.282968521118164
28,10.0,fdm,16,16,0,1.0,14,16,3,0.060399293843656485,5.488093186775454,5.819570139804864,1.0603992938436548,0.4335958957672119
29,10.0,fdm,20,18,2,0.9,16,18,3,0.037832118163444985,6.0279635179188364,6.256014146013683,1.037832118163446,0.5450723171234131
30,10.0,fdm,22,22,0,1.0,20,22,3,0.024026395617822497,6.612316534752948,6.771186667767193,1.0240263956178228,0.838569164276123
31,10.0,fdm,23,22,1,0.9565217391304348,22,22,1,0.00016122167153317593,7.400294146478245,7.401487234269264,1.0001612216713827,0.9822497367858887
32,10.0,fdm,7,7,0,1.0,5,7,3,0.14784900512253288,3.139857080327591,3.6040818258809693,1.1478490051225338,0.08778929710388184
33,10.0,fdm,18,17,1,0.9444444444444444,15,17,3,0.0636618864785519,5.858959123971752,6.231951514604525,1.0636618864785532,0.5301764011383057
34,10.0,fdm,18,17,1,0.9444444444444444,15,17,3,0.03738798151034648,6.176997844059411,6.40794332524256,1.0373879815103475,0.5277488231658936
35,10.0,fdm,7,6,1,0.8571428571428571,4,6,3,0.6002979266599566,2.8443619162370184,4.551826477224642,1.6002979266599568,0.0722043514251709
36,10.0,fdm,10,9,1,0.9,7,9,3,0.10798194069201875,4.146852200959427,4.594637349381996,1.1079819406920188,0.1377851963043213
37,10.0,fdm,27,27,0,1.0,25,27,3,0.0370798605509058,7.085092378062068,7.347806174272174,1.0370797982851374,1.3187406063079834
38,10.0,fdm,24,24,0,1.0,22,24,3,0.04731624460814077,7.105688515092346,7.441903010979117,1.0473162446077755,1.016469955444336
39,10.0,fdm,18,18,0,1.0,16,18,3,0.015278112877415147,6.487204821726073,6.586317069251099,1.0152781128773818,0.5598866939544678
40,10.0,fdm,16,15,1,0.9375,13,15,3,0.04418551373513486,6.508446831915421,6.796025898801415,1.0441855137351348,0.38317394256591797
41,10.0,fdm,19,17,2,0.8947368421052632,15,17,3,0.04493557539565995,6.241829848157402,6.5223100639057146,1.0449355753955887,0.5002679824829102
42,10.0,fdm,11,9,2,0.8181818181818182,7,9,3,0.28603942170345614,4.500373878463549,5.787658220108604,1.2860394217034565,0.1360335350036621
43,10.0,fdm,11,11,0,1.0,9,11,3,0.21125604546882917,4.331914993156641,5.247058223918044,1.2112560454688295,0.19719552993774414
44,10.0,fdm,7,7,0,1.0,5,7,3,0.3470285561694945,3.3380136975487065,4.4963997714830235,1.3470285561694926,0.08585381507873535
45,10.0,fdm,28,27,1,0.9642857142857143,25,27,3,0.055091378994860406,7.110453923232996,7.502225010058889,1.0550979010701136,1.2763338088989258
46,10.0,fdm,10,10,0,1.0,9,10,2,0.04368542677835437,4.717895661411514,4.923998946876019,1.0436854267783535,0.2036302089691162
47,10.0,fdm,10,9,1,0.9,7,9,3,0.19343867202924298,3.9996353882654656,4.773319546372697,1.1934386720292416,0.14548230171203613
48,10.0,fdm,25,25,0,1.0,23,25,3,0.0028838483125307236,6.582483229257444,6.6014661529670144,1.0028838544738248,1.0836734771728516
49,10.0,fdm,23,22,1,0.9565217391304348,20,22,3,0.024609076014201554,6.918549289601704,7.088808394977509,1.024609076014201,0.8672237396240234
0,10.0,fdm_entanglement,8,8,0,1.0,7,8,2,0.056060807467102854,4.2301502412268155,4.46729587945715,1.0560608074671027,0.5884168148040771
1,10.0,fdm_entanglement,16,15,1,0.9375,13,15,3,0.17047978835691413,5.645910492725127,6.608424118606983,1.1704797883569134,2.785379409790039
2,10.0,fdm_entanglement,27,27,0,1.0,25,27,3,0.040573084888313994,7.1288142815984505,7.418052268496451,1.0405730848739612,11.118845701217651
3,10.0,fdm_entanglement,27,27,0,1.0,25,27,3,0.044299636894153505,6.969232452075868,7.195156603860319,1.0324173649448523,10.846140623092651
4,10.0,fdm_entanglement,10,9,1,0.9,7,9,3,0.2786663190074017,3.8608053211531512,4.936681728403093,1.2786663190074026,0.7826888561248779
5,10.0,fdm_entanglement,16,14,2,0.875,12,14,3,0.10468381564384338,5.699757042082826,6.296429357490959,1.1046838156438499,2.152200222015381
6,10.0,fdm_entanglement,16,15,1,0.9375,13,15,3,0.031168709633319552,5.70230976356201,5.880043400821717,1.0311687096333195,2.5098438262939453
7,10.0,fdm_entanglement,10,9,1,0.9,7,9,3,0.1616317213533076,3.721975254040837,4.323564521185866,1.161631721353306,0.8452913761138916
8,10.0,fdm_entanglement,26,26,0,1.0,24,26,3,0.0020005066609694497,6.903790806092014,6.9176018855855395,1.0020005066609692,9.988110303878784
9,10.0,fdm_entanglement,11,11,0,1.0,9,11,3,0.07311798418500365,4.6546272321156,4.9949641924604995,1.073117984185,1.171076774597168
10,10.0,fdm_entanglement,7,7,0,1.0,5,7,3,0.4371135319695898,3.3380136975487065,4.797104654647104,1.4371135319695933,0.4179048538208008
11,10.0,fdm_entanglement,5,5,0,1.0,4,5,2,0.05952690734087161,2.8443619162370184,3.0136779844687633,1.0595269073408715,0.23961687088012695
12,10.0,fdm_entanglement,9,9,0,1.0,7,9,3,0.13488022070441455,3.9132201768246904,4.4410361779397745,1.134880220704415,0.7263598442077637
13,10.0,fdm_entanglement,11,11,0,1.0,9,11,3,0.08240456091955187,4.540442132459563,4.914595272765529,1.0824045609195523,1.1662075519561768
14,10.0,fdm_entanglement,18,18,0,1.0,16,18,3,0.02508316816628019,6.007595237135984,6.158284758654202,1.025083168151331,3.8785409927368164
15,10.0,fdm_entanglement,10,9,1,0.9,7,9,3,0.16600096203224765,3.8608053211531512,4.501702718683799,1.1660009620322485,0.7625164985656738
16,10.0,fdm_entanglement,11,11,0,1.0,9,11,3,0.0861172805765907,4.509368522108591,4.8977030763502585,1.0861172805765897,1.1711320877075195
17,10.0,fdm_entanglement,17,17,0,1.0,16,17,2,0.021977462525108706,6.66519613911581,6.811680237485712,1.0219774625251064,3.3575644493103027
18,10.0,fdm_entanglement,27,26,1,0.9629629629629629,25,26,2,0.008854265751798878,6.946567073311599,7.008073824241399,1.0088542657517994,9.711364984512329
19,10.0,fdm_entanglement,6,6,0,1.0,6,6,1,0.03399378763145169,3.5441155712056793,3.6645934832745657,1.0339937876314516,0.3747978210449219
20,10.0,fdm_entanglement,11,10,1,0.9090909090909091,8,10,3,0.1066182352787805,4.4379402855069525,4.911105647020309,1.1066182352787801,0.9614176750183105
21,10.0,fdm_entanglement,11,11,0,1.0,9,11,3,0.14174518808461845,5.032864161838117,5.7462484390622,1.1417451880846192,1.1797397136688232
22,10.0,fdm_entanglement,24,24,0,1.0,22,24,3,0.02026068712069288,6.350422798369489,6.47908658310308,1.0202606643398022,8.196959018707275
23,10.0,fdm_entanglement,28,27,1,0.9642857142857143,25,27,3,0.003982105587573697,6.651964144394904,6.678453098155374,1.0039821251566412,11.447634220123291
24,10.0,fdm_entanglement,27,27,0,1.0,25,27,3,0.005667311312576386,6.961098184254849,7.000548894742485,1.005667311312584,10.914870977401733
25,10.0,fdm_entanglement,13,13,0,1.0,11,13,3,0.21805353689832935,5.098746007076028,6.210545607664207,1.2180535368981364,1.7423770427703857
26,10.0,fdm_entanglement,23,22,1,0.9565217391304348,21,22,2,0.0126882602476795,6.643011722731272,6.727299984297741,1.0126882602476899,6.511489391326904
27,10.0,fdm_entanglement,27,27,0,1.0,25,27,3,0.0618331340172648,6.855974850737374,7.279901262501417,1.0618331340171776,11.024481773376465
28,10.0,fdm_entanglement,16,16,0,1.0,14,16,3,0.060399293843656485,5.488093186775454,5.819570139804864,1.0603992938436548,2.8766233921051025
29,10.0,fdm_entanglement,20,18,2,0.9,16,18,3,0.048679154336440635,6.0438020736380285,6.3380092475595555,1.0486791543364409,4.032981872558594
30,10.0,fdm_entanglement,21,21,0,1.0,20,21,2,0.021120637611713674,6.62058813605424,6.760428001238251,1.021121970180032,5.989602088928223
31,10.0,fdm_entanglement,23,22,1,0.9565217391304348,22,22,1,0.00016122167153317593,7.400294146478245,7.401487234269264,1.0001612216713827,6.2349488735198975
32,10.0,fdm_entanglement,7,7,0,1.0,5,7,3,0.14569819108151655,3.3380136975487065,3.824356255086875,1.1456981910815158,0.43102288246154785
33,10.0,fdm_entanglement,18,17,1,0.9444444444444444,15,17,3,0.0636618864785519,5.858959123971752,6.231951514604525,1.0636618864785532,3.3502614498138428
34,10.0,fdm_entanglement,17,16,1,0.9411764705882353,15,16,2,0.008300871995285192,5.9997903618532575,6.049593853645548,1.0083008719952853,2.899716377258301
35,10.0,fdm_entanglement,7,6,1,0.8571428571428571,4,6,3,0.6002979266599566,2.8443619162370184,4.551826477224642,1.6002979266599568,0.3000223636627197
36,10.0,fdm_entanglement,10,9,1,0.9,7,9,3,0.10798194069201875,4.146852200959427,4.594637349381996,1.1079819406920188,0.7736563682556152
37,10.0,fdm_entanglement,27,27,0,1.0,25,27,3,0.03513506841547893,7.079188474588889,7.327916093068075,1.035135046816737,10.850121021270752
38,10.0,fdm_entanglement,24,24,0,1.0,22,24,3,0.04731624460814077,7.105688515092346,7.441903010979117,1.0473162446077755,8.078813791275024
39,10.0,fdm_entanglement,18,18,0,1.0,16,18,3,0.015278112877415147,6.487204821726073,6.586317069251099,1.0152781128773818,3.880988121032715
40,10.0,fdm_entanglement,16,15,1,0.9375,13,15,3,0.3429910473928334,6.508446831915421,8.740785827697161,1.3429910473932178,2.4685792922973633
41,10.0,fdm_entanglement,19,17,2,0.8947368421052632,15,17,3,0.04994992930726959,7.012591412710833,7.362869857998494,1.0499499293018493,3.39328670501709
42,10.0,fdm_entanglement,11,9,2,0.8181818181818182,7,9,3,0.28603942170345614,4.500373878463549,5.787658220108604,1.2860394217034565,0.8321130275726318
43,10.0,fdm_entanglement,11,11,0,1.0,9,11,3,0.21125604546882917,4.331914993156641,5.247058223918044,1.2112560454688295,1.163254976272583
44,10.0,fdm_entanglement,7,7,0,1.0,5,7,3,0.3470285561694945,3.3380136975487065,4.4963997714830235,1.3470285561694926,0.44980835914611816
45,10.0,fdm_entanglement,27,27,0,1.0,25,27,3,0.04350907247536115,6.930065819180044,7.231586537090204,1.043509069867079,11.233554601669312
46,10.0,fdm_entanglement,10,10,0,1.0,9,10,2,0.04368542677835437,4.717895661411514,4.923998946876019,1.0436854267783535,0.9611968994140625
47,10.0,fdm_entanglement,10,9,1,0.9,7,9,3,0.19343867202924298,3.9996353882654656,4.773319546372697,1.1934386720292416,0.7988564968109131
48,10.0,fdm_entanglement,25,25,0,1.0,23,25,3,0.0028838483125307236,6.582483229257444,6.6014661529670144,1.0028838544738248,9.348419666290283
49,10.0,fdm_entanglement,23,22,1,0.9565217391304348,20,22,3,0.0367217350573951,6.918549289601704,7.172610126145392,1.036721692064192,6.4908740520477295
0,1000000000.0,fdm,17,17,0,1.0,17,17,1,0.007757414095093871,6.561005551223525,6.611901988164536,1.0077574140950878,0.6210489273071289
