accepted,deg_sorted,energy,proposals,step,topology
4612,"[1, 1, 1, 3]",2.8443619162370184,5001,5000,isobutane
4621,"[1, 1, 2, 2]",3.09311479667057,5011,5010,n_butane
4630,"[1, 1, 1, 3]",2.8443619162370184,5021,5020,isobutane
4637,"[1, 1, 2, 2]",3.09311479667057,5031,5030,n_butane
4647,"[1, 1, 1, 3]",2.8443619162370184,5041,5040,isobutane
4656,"[1, 1, 1, 3]",2.8443619162370184,5051,5050,isobutane
4664,"[1, 1, 2, 2]",3.09311479667057,5061,5060,n_butane
4672,"[1, 1, 2, 2]",3.09311479667057,5071,5070,n_butane
4681,"[1, 1, 2, 2]",3.09311479667057,5081,5080,n_butane
4691,"[1, 1, 2, 2]",3.09311479667057,5091,5090,n_butane
4701,"[1, 1, 2, 2]",3.09311479667057,5101,5100,n_butane
4711,"[1, 1, 2, 2]",3.09311479667057,5111,5110,n_butane
4718,"[1, 1, 2, 2]",3.09311479667057,5121,5120,n_butane
4728,"[1, 1, 1, 3]",2.8443619162370184,5131,5130,isobutane
4738,"[1, 1, 2, 2]",3.09311479667057,5141,5140,n_butane
4746,"[1, 1, 2, 2]",3.09311479667057,5151,5150,n_butane
4756,"[1, 1, 2, 2]",3.09311479667057,5161,5160,n_butane
4766,"[1, 1, 2, 2]",3.09311479667057,5171,5170,n_butane
4774,"[1, 1, 2, 2]",3.09311479667057,5181,5180,n_butane
4782,"[1, 1, 2, 2]",3.09311479667057,5191,5190,n_butane
4792,"[1, 1, 1, 3]",2.8443619162370184,5201,5200,isobutane
4800,"[1, 1, 2, 2]",3.09311479667057,5211,5210,n_butane
4809,"[1, 1, 1, 3]",2.8443619162370184,5221,5220,isobutane
4819,"[1, 1, 2, 2]",3.09311479667057,5231,5230,n_butane
4828,"[1, 1, 2, 2]",3.09311479667057,5241,5240,n_butane
4838,"[1, 1, 2, 2]",3.09311479667057,5251,5250,n_butane
4847,"[1, 1, 1, 3]",2.8443619162370184,5261,5260,isobutane
4856,"[1, 1, 2, 2]",3.09311479667057,5271,5270,n_butane
4866,"[1, 1, 2, 2]",3.09311479667057,5281,5280,n_butane
4876,"[1, 1, 2, 2]",3.09311479667057,5291,5290,n_butane
4885,"[1, 1, 2, 2]",3.09311479667057,5301,5300,n_butane
4893,"[1, 1, 2, 2]",3.09311479667057,5311,5310,n_butane
4902,"[1, 1, 1, 3]",2.8443619162370184,5321,5320,isobutane
4912,"[1, 1, 1, 3]",2.8443619162370184,5331,5330,isobutane
4922,"[1, 1, 1, 3]",2.8443619162370184,5341,5340,isobutane
4932,"[1, 1, 2, 2]",3.09311479667057,5351,5350,n_butane
4940,"[1, 1, 2, 2]",3.09311479667057,5361,5360,n_butane
4949,"[1, 1, 2, 2]",3.09311479667057,5371,5370,n_butane
4959,"[1, 1, 2, 2]",3.09311479667057,5381,5380,n_butane
4969,"[1, 1, 2, 2]",3.09311479667057,5391,5390,n_butane
4979,"[1, 1, 1, 3]",2.8443619162370184,5401,5400,isobutane
4989,"[1, 1, 2, 2]",3.09311479667057,5411,5410,n_butane
4998,"[1, 1, 1, 3]",2.8443619162370184,5421,5420,isobutane
5008,"[1, 1, 1, 3]",2.8443619162370184,5431,5430,isobutane
5017,"[1, 1, 1, 3]",2.8443619162370184,5441,5440,isobutane
5027,"[1, 1, 2, 2]",3.09311479667057,5451,5450,n_butane
5035,"[1, 1, 2, 2]",3.09311479667057,5461,5460,n_butane
5043,"[1, 1, 2, 2]",3.09311479667057,5471,5470,n_butane
5053,"[1, 1, 2, 2]",3.09311479667057,5481,5480,n_butane
5063,"[1, 1, 1, 3]",2.8443619162370184,5491,5490,isobutane
5073,"[1, 1, 2, 2]",3.09311479667057,5501,5500,n_butane
5082,"[1, 1, 1, 3]",2.8443619162370184,5511,5510,isobutane
5092,"[1, 1, 2, 2]",3.09311479667057,5521,5520,n_butane
5101,"[1, 1, 2, 2]",3.09311479667057,5531,5530,n_butane
5110,"[1, 1, 2, 2]",3.09311479667057,5541,5540,n_butane
5119,"[1, 1, 2, 2]",3.09311479667057,5551,5550,n_butane
5127,"[1, 1, 2, 2]",3.09311479667057,5561,5560,n_butane
5137,"[1, 1, 2, 2]",3.09311479667057,5571,5570,n_butane
5147,"[1, 1, 1, 3]",2.8443619162370184,5581,5580,isobutane
5157,"[1, 1, 1, 3]",2.8443619162370184,5591,5590,isobutane
5166,"[1, 1, 2, 2]",3.09311479667057,5601,5600,n_butane
5174,"[1, 1, 1, 3]",2.8443619162370184,5611,5610,isobutane
5180,"[1, 1, 1, 3]",2.8443619162370184,5621,5620,isobutane
5189,"[1, 1, 1, 3]",2.8443619162370184,5631,5630,isobutane
5199,"[1, 1, 2, 2]",3.09311479667057,5641,5640,n_butane
5208,"[1, 1, 2, 2]",3.09311479667057,5651,5650,n_butane
5218,"[1, 1, 1, 3]",2.8443619162370184,5661,5660,isobutane
5228,"[1, 1, 2, 2]",3.09311479667057,5671,5670,n_butane
5237,"[1, 1, 2, 2]",3.09311479667057,5681,5680,n_butane
5247,"[1, 1, 2, 2]",3.09311479667057,5691,5690,n_butane
5256,"[1, 1, 2, 2]",3.09311479667057,5701,5700,n_butane
5264,"[1, 1, 2, 2]",3.09311479667057,5711,5710,n_butane
5274,"[1, 1, 2, 2]",3.09311479667057,5721,5720,n_butane
5283,"[1, 1, 1, 3]",2.8443619162370184,5731,5730,isobutane
5293,"[1, 1, 2, 2]",3.09311479667057,5741,5740,n_butane
5303,"[1, 1, 2, 2]",3.09311479667057,5751,5750,n_butane
5312,"[1, 1, 2, 2]",3.09311479667057,5761,5760,n_butane
5321,"[1, 1, 2, 2]",3.09311479667057,5771,5770,n_butane
5330,"[1, 1, 2, 2]",3.09311479667057,5781,5780,n_butane
5340,"[1, 1, 2, 2]",3.09311479667057,5791,5790,n_butane
5349,"[1, 1, 2, 2]",3.09311479667057,5801,5800,n_butane
5358,"[1, 1, 2, 2]",3.09311479667057,5811,5810,n_butane
5368,"[1, 1, 1, 3]",2.8443619162370184,5821,5820,isobutane
5376,"[1, 1, 2, 2]",3.09311479667057,5831,5830,n_butane
