accepted,deg_sorted,energy,proposals,step,topology
5485,"[1, 1, 1, 1, 4]",3.139857080327591,6321,6320,neopentane
5493,"[1, 1, 1, 2, 3]",3.610983723046882,6331,6330,isopentane
5500,"[1, 1, 2, 2, 2]",3.5361703147698216,6341,6340,n_pentane
5509,"[1, 1, 2, 2, 2]",3.5361703147698216,6351,6350,n_pentane
5518,"[1, 1, 1, 2, 3]",3.610983723046882,6361,6360,isopentane
5527,"[1, 1, 2, 2, 2]",3.5361703147698216,6371,6370,n_pentane
5535,"[1, 1, 1, 1, 4]",3.139857080327591,6381,6380,neopentane
5543,"[1, 1, 2, 2, 2]",3.5361703147698216,6391,6390,n_pentane
5550,"[1, 1, 2, 2, 2]",3.5361703147698216,6401,6400,n_pentane
5560,"[1, 1, 2, 2, 2]",3.5361703147698216,6411,6410,n_pentane
5569,"[1, 1, 1, 1, 4]",3.139857080327591,6421,6420,neopentane
5576,"[1, 1, 2, 2, 2]",3.5361703147698216,6431,6430,n_pentane
5585,"[1, 1, 1, 2, 3]",3.610983723046882,6441,6440,isopentane
5593,"[1, 1, 1, 2, 3]",3.610983723046882,6451,6450,isopentane
5602,"[1, 1, 1, 1, 4]",3.139857080327591,6461,6460,neopentane
5611,"[1, 1, 2, 2, 2]",3.5361703147698216,6471,6470,n_pentane
5620,"[1, 1, 2, 2, 2]",3.5361703147698216,6481,6480,n_pentane
5629,"[1, 1, 2, 2, 2]",3.5361703147698216,6491,6490,n_pentane
5637,"[1, 1, 1, 2, 3]",3.610983723046882,6501,6500,isopentane
5645,"[1, 1, 1, 2, 3]",3.610983723046882,6511,6510,isopentane
5654,"[1, 1, 2, 2, 2]",3.5361703147698216,6521,6520,n_pentane
5663,"[1, 1, 1, 2, 3]",3.610983723046882,6531,6530,isopentane
5673,"[1, 1, 1, 2, 3]",3.610983723046882,6541,6540,isopentane
5681,"[1, 1, 1, 2, 3]",3.610983723046882,6551,6550,isopentane
5690,"[1, 1, 1, 2, 3]",3.610983723046882,6561,6560,isopentane
5698,"[1, 1, 2, 2, 2]",3.5361703147698216,6571,6570,n_pentane
5706,"[1, 1, 2, 2, 2]",3.5361703147698216,6581,6580,n_pentane
5715,"[1, 1, 1, 2, 3]",3.610983723046882,6591,6590,isopentane
5725,"[1, 1, 1, 2, 3]",3.610983723046882,6601,6600,isopentane
5733,"[1, 1, 1, 2, 3]",3.610983723046882,6611,6610,isopentane
5740,"[1, 1, 2, 2, 2]",3.5361703147698216,6621,6620,n_pentane
5748,"[1, 1, 1, 2, 3]",3.610983723046882,6631,6630,isopentane
5758,"[1, 1, 1, 2, 3]",3.610983723046882,6641,6640,isopentane
5768,"[1, 1, 2, 2, 2]",3.5361703147698216,6651,6650,n_pentane
5776,"[1, 1, 1, 2, 3]",3.610983723046882,6661,6660,isopentane
5786,"[1, 1, 1, 2, 3]",3.610983723046882,6671,6670,isopentane
5794,"[1, 1, 1, 2, 3]",3.610983723046882,6681,6680,isopentane
5804,"[1, 1, 1, 1, 4]",3.139857080327591,6691,6690,neopentane
5814,"[1, 1, 2, 2, 2]",3.5361703147698216,6701,6700,n_pentane
5824,"[1, 1, 1, 2, 3]",3.610983723046882,6711,6710,isopentane
5832,"[1, 1, 2, 2, 2]",3.5361703147698216,6721,6720,n_pentane
5841,"[1, 1, 2, 2, 2]",3.5361703147698216,6731,6730,n_pentane
5851,"[1, 1, 1, 2, 3]",3.610983723046882,6741,6740,isopentane
5860,"[1, 1, 1, 1, 4]",3.139857080327591,6751,6750,neopentane
5865,"[1, 1, 2, 2, 2]",3.5361703147698216,6761,6760,n_pentane
5875,"[1, 1, 1, 2, 3]",3.610983723046882,6771,6770,isopentane
5882,"[1, 1, 1, 2, 3]",3.610983723046882,6781,6780,isopentane
5891,"[1, 1, 2, 2, 2]",3.5361703147698216,6791,6790,n_pentane
5898,"[1, 1, 2, 2, 2]",3.5361703147698216,6801,6800,n_pentane
5906,"[1, 1, 1, 2, 3]",3.610983723046882,6811,6810,isopentane
5916,"[1, 1, 2, 2, 2]",3.5361703147698216,6821,6820,n_pentane
5925,"[1, 1, 2, 2, 2]",3.5361703147698216,6831,6830,n_pentane
5935,"[1, 1, 2, 2, 2]",3.5361703147698216,6841,6840,n_pentane
5944,"[1, 1, 1, 1, 4]",3.139857080327591,6851,6850,neopentane
5951,"[1, 1, 2, 2, 2]",3.5361703147698216,6861,6860,n_pentane
5958,"[1, 1, 1, 2, 3]",3.610983723046882,6871,6870,isopentane
5968,"[1, 1, 1, 1, 4]",3.139857080327591,6881,6880,neopentane
5975,"[1, 1, 2, 2, 2]",3.5361703147698216,6891,6890,n_pentane
5983,"[1, 1, 1, 2, 3]",3.610983723046882,6901,6900,isopentane
5991,"[1, 1, 1, 2, 3]",3.610983723046882,6911,6910,isopentane
5999,"[1, 1, 2, 2, 2]",3.5361703147698216,6921,6920,n_pentane
6007,"[1, 1, 1, 2, 3]",3.610983723046882,6931,6930,isopentane
6016,"[1, 1, 2, 2, 2]",3.5361703147698216,6941,6940,n_pentane
6026,"[1, 1, 2, 2, 2]",3.5361703147698216,6951,6950,n_pentane
6036,"[1, 1, 1, 2, 3]",3.610983723046882,6961,6960,isopentane
6044,"[1, 1, 2, 2, 2]",3.5361703147698216,6971,6970,n_pentane
6053,"[1, 1, 2, 2, 2]",3.5361703147698216,6981,6980,n_pentane
6063,"[1, 1, 1, 2, 3]",3.610983723046882,6991,6990,isopentane
6071,"[1, 1, 2, 2, 2]",3.5361703147698216,7001,7000,n_pentane
6080,"[1, 1, 2, 2, 2]",3.5361703147698216,7011,7010,n_pentane
6088,"[1, 1, 2, 2, 2]",3.5361703147698216,7021,7020,n_pentane
6097,"[1, 1, 1, 2, 3]",3.610983723046882,7031,7030,isopentane
6105,"[1, 1, 2, 2, 2]",3.5361703147698216,7041,7040,n_pentane
6111,"[1, 1, 2, 2, 2]",3.5361703147698216,7051,7050,n_pentane
6121,"[1, 1, 2, 2, 2]",3.5361703147698216,7061,7060,n_pentane
6127,"[1, 1, 1, 2, 3]",3.610983723046882,7071,7070,isopentane
6136,"[1, 1, 1, 2, 3]",3.610983723046882,7081,7080,isopentane
6146,"[1, 1, 1, 2, 3]",3.610983723046882,7091,7090,isopentane
6156,"[1, 1, 2, 2, 2]",3.5361703147698216,7101,7100,n_pentane
6166,"[1, 1, 1, 2, 3]",3.610983723046882,7111,7110,isopentane
6175,"[1, 1, 2, 2, 2]",3.5361703147698216,7121,7120,n_pentane
6182,"[1, 1, 2, 2, 2]",3.5361703147698216,7131,7130,n_pentane
6192,"[1, 1, 2, 2, 2]",3.5361703147698216,7141,7140,n_pentane
6200,"[1, 1, 2, 2, 2]",3.5361703147698216,7151,7150,n_pentane
6208,"[1, 1, 2, 2, 2]",3.5361703147698216,7161,7160,n_pentane
6218,"[1, 1, 2, 2, 2]",3.5361703147698216,7171,7170,n_pentane
6226,"[1, 1, 1, 2, 3]",3.610983723046882,7181,7180,isopentane
6234,"[1, 1, 2, 2, 2]",3.5361703147698216,7191,7190,n_pentane
6243,"[1, 1, 1, 1, 4]",3.139857080327591,7201,7200,neopentane
6253,"[1, 1, 1, 1, 4]",3.139857080327591,7211,7210,neopentane
6261,"[1, 1, 2, 2, 2]",3.5361703147698216,7221,7220,n_pentane
6268,"[1, 1, 2, 2, 2]",3.5361703147698216,7231,7230,n_pentane
6278,"[1, 1, 2, 2, 2]",3.5361703147698216,7241,7240,n_pentane
6286,"[1, 1, 1, 2, 3]",3.610983723046882,7251,7250,isopentane
6296,"[1, 1, 1, 2, 3]",3.610983723046882,7261,7260,isopentane
6305,"[1, 1, 1, 2, 3]",3.610983723046882,7271,7270,isopentane
6313,"[1, 1, 1, 1, 4]",3.139857080327591,7281,7280,neopentane
6323,"[1, 1, 1, 2, 3]",3.610983723046882,7291,7290,isopentane
6332,"[1, 1, 2, 2, 2]",3.5361703147698216,7301,7300,n_pentane
6338,"[1, 1, 1, 2, 3]",3.610983723046882,7311,7310,isopentane
6346,"[1, 1, 2, 2, 2]",3.5361703147698216,7321,7320,n_pentane
6355,"[1, 1, 2, 2, 2]",3.5361703147698216,7331,7330,n_pentane
