seed,role,n,C1,C2,C1_norm,C2_norm,lambda_fdm,q_fdm
Mg,bridge,19,9.733941877208517,7.729151245316291,0.11853800413418202,0.09412406338856898,0.3,1.0
Mg,bridge,2,0.44378950020192365,1.9211838203770515,0.13999999999999999,0.6060660171779821,0.3,1.0
Mg,bridge,12,5.1267908148274905,6.057590945896448,0.11545454066115965,0.1364160164578915,0.3,1.0
Mg,bridge,10,4.258944413412214,5.7609410737744735,0.12311110271605405,0.16652854309182047,0.3,1.0
Mg,bridge,2,0.44378950020192365,1.9211838203770515,0.13999999999999999,0.6060660171779821,0.3,1.0
Mg,bridge,3,0.7799999850000113,2.7917613293476906,0.12999999750000188,0.46529355489128177,0.3,1.0
Mg,bridge,25,13.881964386936113,7.673706767107547,0.1181333255555596,0.06530203323311469,0.3,1.0
Mg,bridge,10,3.9514395514804894,5.711061177385393,0.11422221876543404,0.16508669073317409,0.3,1.0
Mg,bridge,12,5.369001282445562,6.866623182137915,0.12090908314050013,0.1546352979907333,0.3,1.0
Mg,bridge,3,0.7799999850000113,2.4618802153517008,0.12999999750000188,0.41031336922528344,0.3,1.0
Mg,bridge,13,5.818907133301146,6.255873758683793,0.11756409638355036,0.12639248722843682,0.3,1.0
Mg,bridge,2,0.44378950020192365,1.9211838203770515,0.13999999999999999,0.6060660171779821,0.3,1.0
Mg,bridge,7,2.529999889166732,5.339166134522258,0.12047618519841581,0.2542460064058218,0.3,1.0
Mg,bridge,13,5.901399778595544,7.123949403071897,0.11923076214743973,0.14393092294964047,0.3,1.0
Mg,bridge,5,1.6026766858230947,4.063348191089589,0.12399999500000314,0.3143835308988808,0.3,1.0
Mg,bridge,13,5.983892423889943,7.131601321991771,0.12089742791132911,0.14408552086859794,0.3,1.0
Mg,bridge,4,1.2074025474233872,3.4357835455971917,0.12999999333333778,0.36992785792574934,0.3,1.0
Mg,bridge,15,6.908571113265474,6.488282695353695,0.1151428518877579,0.10813804492256159,0.3,1.0
Mg,bridge,2,0.44378950020192365,1.9211838203770515,0.13999999999999999,0.6060660171779821,0.3,1.0
Mg,bridge,7,2.529999889166732,5.108183779978031,0.12047618519841581,0.24324684666562052,0.3,1.0
Mg,bridge,13,6.14887771447874,6.983055561854734,0.12423075943910787,0.1410843304969257,0.3,1.0
Mg,bridge,3,0.7799999850000113,2.4618802153517008,0.12999999750000188,0.41031336922528344,0.3,1.0
Mg,bridge,2,0.44378950020192365,1.9211838203770515,0.13999999999999999,0.6060660171779821,0.3,1.0
