Z,kurt_trapz,kurt_fdm,abs_err_kurt,t_trapz_sec,t_fdm_sec,speedup
1,-0.22709100725259113,-0.22222237832126135,0.004868628931329777,0.0006505000055767596,0.0001037000329233706,6.272900665879713
6,-0.22709100725259113,-0.22222237832126135,0.004868628931329777,0.0002921000123023987,0.00013589998707175255,2.149374835099694
8,-0.22709100725259113,-0.22222237832126135,0.004868628931329777,0.0002915999502874911,0.00010559998918324709,2.7613634484514886
14,-0.22709100725259113,-0.22222237832126135,0.004868628931329777,0.0009132999693974853,0.0003291000030003488,2.7751442147404575
26,-0.22709100725259113,-0.22222237832126135,0.004868628931329777,0.0006334999925456941,9.759998647496104e-05,6.4907795116161875
