base,depth,Z,kurt_trapz,kurt_fdm,abs_err,t_trapz_sec,t_fdm_sec,speedup
3,8,8,-0.22709100725259113,-0.22709102814028004,2.088768891184145e-08,0.0003619000199250877,0.00038300000596791506,0.9449086534881282
3,8,14,-0.22709100725259113,-0.22709102814028004,2.088768891184145e-08,0.00016200001118704677,0.0003910000086762011,0.41432227005704203
3,8,26,-0.22709100725259113,-0.22709102814028004,2.088768891184145e-08,0.00017409998690709472,0.0003722999827004969,0.46763361535569137
3,9,1,-0.22709100725259113,-0.2270910326811575,2.542856636367219e-08,0.00016579998191446066,0.0009903000318445265,0.1674239892789286
3,9,6,-0.22709100725259113,-0.2270910326811575,2.542856636367219e-08,0.00016769999638199806,0.0009985999786294997,0.16793510912362844
3,9,8,-0.22709100725259113,-0.2270910326811575,2.542856636367219e-08,0.0003619000199250877,0.0009877000120468438,0.36640681938953323
3,9,14,-0.22709100725259113,-0.2270910326811575,2.542856636367219e-08,0.00016200001118704677,0.0009243999957107008,0.17524882295406902
3,9,26,-0.22709100725259113,-0.2270910326811575,2.542856636367219e-08,0.00017409998690709472,0.0009125999640673399,0.1907736070152289
3,10,1,-0.22709100725259113,-0.22709103222741245,2.4974821322132357e-08,0.00016579998191446066,0.004184500023256987,0.039622411517018216
3,10,6,-0.22709100725259113,-0.22709103222741245,2.4974821322132357e-08,0.00016769999638199806,0.004266500007361174,0.03930622198351298
3,10,8,-0.22709100725259113,-0.22709103222741245,2.4974821322132357e-08,0.0003619000199250877,0.004519700014498085,0.08007169032550868
3,10,14,-0.22709100725259113,-0.22709103222741245,2.4974821322132357e-08,0.00016200001118704677,0.004290500015486032,0.037757839553042225
3,10,26,-0.22709100725259113,-0.22709103222741245,2.4974821322132357e-08,0.00017409998690709472,0.004321400017943233,0.040287866474799865
4,5,1,-0.22709100725259113,-0.22709249448440216,1.4872318110370486e-06,0.00016579998191446066,0.00012240000069141388,1.3545750079892867
4,5,6,-0.22709100725259113,-0.22709249448440216,1.4872318110370486e-06,0.00016769999638199806,0.00011729996185749769,1.4296679532234549
4,5,8,-0.22709100725259113,-0.22709249448440216,1.4872318110370486e-06,0.0003619000199250877,0.00011740002082660794,3.082623132235982
4,5,14,-0.22709100725259113,-0.22709249448440216,1.4872318110370486e-06,0.00016200001118704677,0.00011630001245066524,1.3929492161986448
4,5,26,-0.22709100725259113,-0.22709249448440216,1.4872318110370486e-06,0.00017409998690709472,0.00012849998893216252,1.3548638280350769
4,6,1,-0.22709100725259113,-0.22709103801943886,3.076684773617444e-08,0.00016579998191446066,0.00045009999303147197,0.36836255161387566
4,6,6,-0.22709100725259113,-0.22709103801943886,3.076684773617444e-08,0.00016769999638199806,0.00041859998600557446,0.4006211227626864
4,6,8,-0.22709100725259113,-0.22709103801943886,3.076684773617444e-08,0.0003619000199250877,0.0004044999950565398,0.8946848562371488
4,6,14,-0.22709100725259113,-0.22709103801943886,3.076684773617444e-08,0.00016200001118704677,0.00042830000165849924,0.37823957637108735
4,6,26,-0.22709100725259113,-0.22709103801943886,3.076684773617444e-08,0.00017409998690709472,0.0004191999905742705,0.4153148636014797
4,7,1,-0.22709100725259113,-0.22709103217137905,2.4918787921990315e-08,0.00016579998191446066,0.0011634000111371279,0.14251330610905255
4,7,6,-0.22709100725259113,-0.22709103217137905,2.4918787921990315e-08,0.00016769999638199806,0.0011610999936237931,0.1444320018111501
4,7,8,-0.22709100725259113,-0.22709103217137905,2.4918787921990315e-08,0.0003619000199250877,0.001165500027127564,0.3105105203789736
4,7,14,-0.22709100725259113,-0.22709103217137905,2.4918787921990315e-08,0.00016200001118704677,0.0011278000310994685,0.14364249576151933
4,7,26,-0.22709100725259113,-0.22709103217137905,2.4918787921990315e-08,0.00017409998690709472,0.001221699989400804,0.1425063341389435
4,8,1,-0.22709100725259113,-0.22709103167068312,2.4418091992828295e-08,0.00016579998191446066,0.005321500007994473,0.031156625324697897
4,8,6,-0.22709100725259113,-0.22709103167068312,2.4418091992828295e-08,0.00016769999638199806,0.005638399976305664,0.0297424796195244
4,8,8,-0.22709100725259113,-0.22709103167068312,2.4418091992828295e-08,0.0003619000199250877,0.005196999991312623,0.06963633260150948
4,8,14,-0.22709100725259113,-0.22709103167068312,2.4418091992828295e-08,0.00016200001118704677,0.005685899988748133,0.02849153370752734
4,8,26,-0.22709100725259113,-0.22709103167068312,2.4418091992828295e-08,0.00017409998690709472,0.00646130001405254,0.02694503993444794
4,9,1,-0.22709100725259113,-0.22709103161691457,2.436432344765649e-08,0.00016579998191446066,0.02302829996915534,0.007199835946923444
4,9,6,-0.22709100725259113,-0.22709103161691457,2.436432344765649e-08,0.00016769999638199806,0.02308949996950105,0.00726304149520402
4,9,8,-0.22709100725259113,-0.22709103161691457,2.436432344765649e-08,0.0003619000199250877,0.024448900017887354,0.014802302748193729
4,9,14,-0.22709100725259113,-0.22709103161691457,2.436432344765649e-08,0.00016200001118704677,0.02293959999224171,0.007062024239386737
4,9,26,-0.22709100725259113,-0.22709103161691457,2.436432344765649e-08,0.00017409998690709472,0.022872400004416704,0.007611793553517588
4,10,1,-0.22709100725259113,-0.22709103160385213,2.435126100763796e-08,0.00016579998191446066,0.09887679998064414,0.001676834019172518
4,10,6,-0.22709100725259113,-0.22709103160385213,2.435126100763796e-08,0.00016769999638199806,0.09856750001199543,0.0017013721192237741
4,10,8,-0.22709100725259113,-0.22709103160385213,2.435126100763796e-08,0.0003619000199250877,0.09830610000062734,0.0036813587348371894
4,10,14,-0.22709100725259113,-0.22709103160385213,2.435126100763796e-08,0.00016200001118704677,0.09821549995103851,0.0016494342671758075
4,10,26,-0.22709100725259113,-0.22709103160385213,2.435126100763796e-08,0.00017409998690709472,0.10051850002491847,0.001732019348318324
