Z,kurt_trapz,kurt_fdm,abs_err,t_trapz_sec,t_fdm_sec,speedup
1,-0.22709100725259113,-0.22710171690466385,1.0709652072726783e-05,0.007737300009466708,0.00697400001809001,1.1094493819037508
6,-0.22709100725259113,-0.22710171690466385,1.0709652072726783e-05,0.00701100000878796,0.007066999969538301,0.9920758509987655
8,-0.22709100725259113,-0.22710171690466385,1.0709652072726783e-05,0.00898450001841411,0.008038800035137683,1.1176419340128827
14,-0.22709100725259113,-0.22710171690466385,1.0709652072726783e-05,0.007112900028005242,0.006680299993604422,1.0647575759793697
26,-0.22709100725259113,-0.22710171690466385,1.0709652072726783e-05,0.007038000039756298,0.006639599974732846,1.0600036246972067
