formula,state_id,class_label,N_heavy,P_exact,P_emp,energy,is_valid_valence,degree_seq,o_deg,o_implicit_h,n_deg,n_implicit_h,fp0,fp1,fp2,fp3,fp4,fp5,fp6,fp7,fp8,fp9,fp10,fp11,log_ratio_emp_exact
C7H17N,"het:edges=0-1,0-2,0-3,0-4,1-5,2-6,3-7;types=0,0,0,0,1,0,0,0",primary_amine,8,0.00299806838853868,0.0028538812785388126,9.7418375,1,"1,1,1,1,2,2,2,4",,,1,2,2.7737499999999997,9.741837499999999,40.13243237499999,183.01963448374997,0.31023324726670193,0.0017843687715883428,0.2292723778575993,0.3776345129890325,0.1284690673109317,0.00023949708551251363,0.10842269779735735,0.16236579287114822,-0.04928827403558191
C7H17N,"het:edges=0-1,0-2,0-3,0-4,4-5,4-6,4-7;types=0,0,0,0,0,0,0,1",primary_amine,8,0.0012142735906826828,0.0005707762557077625,9.952512499999996,1,"1,1,1,1,1,1,4,4",,,1,2,2.773749999999999,9.952512499999996,43.294743624999974,212.6454080262498,0.3115168117680559,0.0024847680299436405,0.22852132985541412,0.37764065492462995,0.12673573537033805,0.00024659205257967316,0.10667076502509104,0.16243521828153784,-0.7549030943004719
C7H17N,"het:edges=0-1,0-2,0-3,1-4,1-5,2-6,2-7;types=0,0,0,1,0,0,0,0",primary_amine,8,0.002248551291403839,0.00228310502283105,9.741837499999997,1,"1,1,1,1,1,3,3,3",,,1,2,2.7737499999999997,9.741837499999999,40.020774625,180.67658212875,0.31035199762654975,0.0019420305412106169,0.2552349267573778,0.37973783206715717,0.12838824561833215,0.00025979924261923716,0.11220094642565998,0.1657994840301411,0.01525022351937563
C7H17N,"het:edges=0-1,0-2,0-3,1-4,2-5,2-6,2-7;types=0,0,0,1,0,0,0,0",primary_amine,8,0.0027947515472833665,0.003424657534246575,9.812062499999998,1,"1,1,1,1,1,2,3,4",,,1,2,2.77375,9.8120625,41.149316875000004,192.06794154625,0.31069504560654265,0.0020752837287072185,0.22991172007042815,0.37973987304451,0.1278899532413385,0.00026685762647076546,0.10840987498617247,0.1658224019414656,0.203258200092896
C7H17N,"het:edges=0-1,0-2,0-3,1-4,2-5,2-6,3-7;types=0,0,0,0,0,0,0,1",primary_amine,8,0.009648529298880281,0.009417808219178082,9.671612500000002,1,"1,1,1,1,2,2,3,3",,,1,2,2.77375,9.671612499999998,39.003890124999984,171.63092506624997,0.3099138995617292,0.0016894509419179068,0.253595391203788,0.3821640012528884,0.12913381859897355,0.00030896564304181144,0.10845986950503977,0.17046794368775872,-0.024203108543659847
C7H17N,"het:edges=0-1,0-2,0-3,1-4,2-5,2-6,3-7;types=0,0,0,1,0,0,0,0",secondary_amine,8,0.009999954064921246,0.008561643835616438,9.635837499999997,1,"1,1,1,1,2,2,3,3",,,2,1,2.7737499999999997,9.635837499999997,38.630034624999986,168.94241052874992,0.30910552067612296,0.0011257932677076897,0.25487595801890117,0.337024825251969,0.12858309111297134,0.00014411301115864572,0.1112147271272481,0.15025701997177787,-0.15528827408807086
C7H17N,"het:edges=0-1,0-2,0-3,1-4,2-5,3-6,3-7;types=0,0,0,0,0,0,0,1",primary_amine,8,0.009648529298880281,0.009703196347031963,9.671612500000004,1,"1,1,1,1,2,2,3,3",,,1,2,2.7737500000000006,9.671612500000005,39.00389012500002,171.5593750662501,0.3098753948056114,0.0016493160087329138,0.253594144557632,0.379796276047225,0.1290016320930344,0.0002646033790577641,0.10844270067623636,0.1662167097782986,0.0056498514830270255
C7H17N,"het:edges=0-1,0-2,0-3,1-4,2-5,3-6,3-7;types=0,0,0,1,0,0,0,0",tertiary_amine,8,0.005182089321740426,0.003139269406392694,9.6000625,1,"1,1,1,1,2,2,3,3",,,3,0,2.7737500000000006,9.600062500000003,38.19929687500002,165.40102714625013,0.3084838007624453,0.0008287442777951728,0.254745582864742,0.33542089295937083,0.12827008204935356,7.858486861773726e-05,0.11080267665621264,0.13838850332159816,-0.5012180936181249
C7H17N,"het:edges=0-1,0-2,0-3,1-4,2-5,3-6,3-7;types=1,0,0,0,0,0,0,0",tertiary_amine,8,0.005182089321740425,0.005422374429223744,9.600062500000003,1,"1,1,1,1,2,2,3,3",,,3,0,2.7737500000000006,9.600062500000003,38.19929687500002,165.2579271462501,0.30841599794374186,0.0007710115720212651,0.25862578890000104,0.33543816323224873,0.12806207026222052,3.266781266747542e-05,0.1165185111928735,0.1339356103926788,0.04532547862557696
C7H17N,"het:edges=0-1,0-2,0-3,1-4,2-5,3-6,5-7;types=0,0,0,0,0,0,1,0",primary_amine,8,0.020700910401126496,0.021689497716894976,9.601387499999998,1,"1,1,1,2,2,2,2,3",,,1,2,2.7737499999999997,9.6013875,37.987005625,162.37326800375,0.3093845086516208,0.001355181743095268,0.25532327292204726,0.3821641739032101,0.129629313490513,0.000290874735179237,0.11081547942743011,0.170472835299439,0.046650484975447055
C7H17N,"het:edges=0-1,0-2,0-3,1-4,2-5,3-6,5-7;types=0,0,0,1,0,0,0,0",secondary_amine,8,0.02145489190121253,0.019406392694063926,9.565612500000002,1,"1,1,1,2,2,2,2,3",,,2,1,2.7737499999999997,9.565612499999999,37.613150125,159.68475346624996,0.30857655377320037,0.000791552285202566,0.25660497688390516,0.3370249977371128,0.12908384457396252,0.00012920208649194588,0.11358471675866495,0.1504256645631067,-0.10035014301277873
C7H17N,"het:edges=0-1,0-2,0-3,1-4,2-5,3-6,6-7;types=0,0,0,0,0,0,0,1",primary_amine,8,0.010350455200571072,0.00884703196347032,9.601387499999994,1,"1,1,1,2,2,2,2,3",,,1,2,2.7737499999999997,9.601387499999998,37.98700562499999,162.37326800374993,0.30938501122188594,0.001356470729070519,0.25530597648330344,0.38219467428113413,0.12963660191061413,0.0002962194758754049,0.110667162524022,0.1706999686044937,-0.15694845164660934
C7H17N,"het:edges=0-1,0-2,0-3,1-4,2-5,3-6,6-7;types=0,0,0,0,0,0,1,0",secondary_amine,8,0.010727445950607768,0.005707762557077625,9.565612499999997,1,"1,1,1,2,2,2,2,3",,,2,1,2.7737499999999997,9.565612499999999,37.61315012499999,159.75630346624996,0.3086108990458718,0.0008218479216458371,0.2553219660345504,0.337055449217154,0.12919432036273884,0.00015880098106820038,0.11079661703562733,0.1539642160793944,-0.6309783170139287
C7H17N,"het:edges=0-1,0-2,0-3,1-4,2-5,3-6,6-7;types=0,0,0,1,0,0,0,0",secondary_amine,8,0.010727445950607766,0.009703196347031963,9.565612500000002,1,"1,1,1,2,2,2,2,3",,,2,1,2.7737499999999997,9.565612499999999,37.613150124999976,159.61320346624984,0.308538214092564,0.0007532281196027295,0.2566036988629633,0.3354687638339315,0.12895343095984912,9.133632616944251e-05,0.11356679050764411,0.1462560161146655,-0.10035013809292466
C7H17N,"het:edges=0-1,0-2,0-3,1-4,2-5,4-6,5-7;types=0,0,0,1,0,0,0,0",primary_amine,8,0.010350455200571046,0.009417808219178082,9.601387499999996,1,"1,1,1,2,2,2,2,3",,,1,2,2.77375,9.6013875,37.987005625,162.16126800374997,0.3092948942760725,0.001277387248479864,0.25869520358887843,0.3797939948763892,0.12939909225705387,0.00023388237316746544,0.11696745547392795,0.16618821054725058,-0.09442810151571207
C7H17N,"het:edges=0-1,0-2,0-3,1-4,2-5,5-6,5-7;types=0,0,0,1,0,0,0,0",primary_amine,8,0.009648529298880283,0.0091324200913242,9.671612499999998,1,"1,1,1,1,2,2,3,3",,,1,2,2.77375,9.671612499999998,39.00389012500001,171.27847506625002,0.3097790090258732,0.001584325084258143,0.2586972346079205,0.379794005532743,0.12882552898087063,0.0002455811614117857,0.11487181487183584,0.16618876340018382,-0.054974763892232235
C7H17N,"het:edges=0-1,0-2,0-3,2-4,2-5,2-6,3-7;types=0,0,0,0,0,0,0,1",primary_amine,8,0.002794751547283366,0.0045662100456621,9.8120625,1,"1,1,1,1,1,2,3,4",,,1,2,2.7737500000000006,9.812062500000003,41.14931687500001,192.1394915462501,0.31073447984521174,0.002117522339745523,0.2298967936007919,0.38216402168124797,0.1280348139724651,0.0003195361933256757,0.10829292136369016,0.17046896251666527,0.4909401995446959
C7H17N,"het:edges=0-1,0-2,0-3,2-4,2-5,2-6,3-7;types=0,0,0,1,0,0,0,0",secondary_amine,8,0.0028965437353162676,0.001997716894977169,9.7762875,1,"1,1,1,1,1,2,3,4",,,2,1,2.7737499999999997,9.776287499999999,40.77546137499999,189.4509770087499,0.3099261668232344,0.0015554439325881626,0.22991057950540822,0.3370248456643049,0.12748547928679863,0.00015448748394273257,0.1083950364204862,0.15030115982666453,-0.3715130794939782
C7H17N,"het:edges=0-1,0-2,0-3,2-4,2-5,3-6,3-7;types=0,0,0,0,0,0,0,1",primary_amine,8,0.008994205165615153,0.01113013698630137,9.741837500000003,1,"1,1,1,1,1,3,3,3",,,1,2,2.77375,9.741837499999999,40.020774624999994,180.67658212874997,0.3103529606619282,0.001944326804917839,0.2538032185001231,0.37979628611804944,0.12840164147209157,0.00026835971970428377,0.10891011616597666,0.16621720596337491,0.2130759522435663
C7H17N,"het:edges=0-1,0-2,0-3,2-4,2-5,3-6,3-7;types=0,0,0,1,0,0,0,0",tertiary_amine,8,0.004830661036773085,0.005136986301369863,9.670287500000002,1,"1,1,1,1,1,3,3,3",,,3,0,2.7737500000000006,9.670287500000004,39.21618137500001,174.51823420875007,0.30896139893425306,0.0011252083987411178,0.2549547324329106,0.3346686341526118,0.12767076325483778,8.193807413803076e-05,0.11127173038422591,0.13840975392516489,0.0614832535622156
C7H17N,"het:edges=0-1,0-2,0-3,2-4,2-5,3-6,3-7;types=1,0,0,0,0,0,0,0",tertiary_amine,8,0.002415330518386477,0.001997716894977169,9.670287500000006,1,"1,1,1,1,1,3,3,3",,,3,0,2.7737500000000006,9.670287500000004,39.21618137500002,174.3751342087501,0.3088971947285275,0.0010741624616831702,0.2586277524186565,0.33461036375542885,0.12747889869204226,4.092008808488523e-05,0.1165397593183502,0.13319868586867298,-0.18983107582494912
C7H17N,"het:edges=0-1,0-2,0-3,2-4,2-5,3-6,6-7;types=0,0,0,0,0,0,0,1",primary_amine,8,0.009648529298880283,0.009417808219178082,9.671612499999993,1,"1,1,1,1,2,2,3,3",,,1,2,2.7737499999999997,9.671612499999997,39.00389012499999,171.49047506624999,0.30986263187503094,0.0016521358447016913,0.2555151815590926,0.38219467431159965,0.12903751399270205,0.00030111239191427537,0.11113694597914461,0.17069997507105117,-0.024203108543659962
C7H17N,"het:edges=0-1,0-2,0-3,2-4,2-5,3-6,6-7;types=0,0,0,0,0,0,1,0",secondary_amine,8,0.009999954064920843,0.006278538812785388,9.635837500000003,1,"1,1,1,1,2,2,3,3",,,2,1,2.77375,9.6358375,38.63003462499999,168.87351052875,0.309088519865482,0.001118254438691859,0.2555311714071761,0.3370554492476039,0.12859524832436772,0.00016320239619313753,0.11126642917645219,0.1539647084860692,-0.4654431599191486
C7H17N,"het:edges=0-1,0-2,0-3,2-4,2-5,3-6,6-7;types=0,0,0,0,0,1,0,0",primary_amine,8,0.01929705859775743,0.018835616438356163,9.671612499999995,1,"1,1,1,1,2,2,3,3",,,1,2,2.7737499999999997,9.671612499999997,39.00389012499999,171.41892506624993,0.3098236245509819,0.0016107079572890532,0.2555312313554488,0.3797964488680995,0.12889803948401157,0.0002513535993993991,0.1112680947440776,0.16622162052170011,-0.024203109813037013
C7H17N,"het:edges=0-1,0-2,0-3,2-4,2-5,3-6,6-7;types=0,0,0,1,0,0,0,0",secondary_amine,8,0.009999954064920843,0.0091324200913242,9.635837500000003,1,"1,1,1,1,2,2,3,3",,,2,1,2.7737500000000006,9.635837500000001,38.630034625000015,168.73041052875007,0.30901586954156635,0.0010498437243888687,0.25681298462519986,0.33546876386438107,0.12835511905803734,9.602904071119353e-05,0.11403843263614596,0.14628003263663913,-0.09074976025045864
C7H17N,"het:edges=0-1,0-2,0-3,2-4,3-5,3-6,3-7;types=0,0,0,0,0,0,0,1",primary_amine,8,0.008384254641848875,0.007134703196347032,9.812062500000005,1,"1,1,1,1,1,2,3,4",,,1,2,2.7737500000000015,9.812062500000007,41.14931687500004,191.99639154625018,0.31066133660487183,0.0020446475873962793,0.23121030250320995,0.37766483423728536,0.1277899387610863,0.00023909862606648488,0.10926461207230087,0.162587615003396,-0.16138482679251792
C7H17N,"het:edges=0-1,0-2,0-3,2-4,3-5,3-6,3-7;types=1,0,0,0,0,0,0,0",tertiary_amine,8,0.003002043462057634,0.005707762557077625,9.740512500000007,1,"1,1,1,1,1,2,3,4",,,3,0,2.7737500000000006,9.740512500000003,40.34472362500002,185.76649362625014,0.30924336095565497,0.001213167880733181,0.23095211922712933,0.3354381836292536,0.12699318859291586,5.03251638820708e-05,0.11046313573986982,0.13393662320743693,0.6425337317662361
C7H17N,"het:edges=0-1,0-2,0-3,2-4,3-5,3-6,4-7;types=0,0,0,1,0,0,0,0",tertiary_amine,8,0.010364178643482479,0.010844748858447488,9.6000625,1,"1,1,1,1,2,2,3,3",,,3,0,2.77375,9.600062500000002,38.199296875000016,165.26057714625009,0.3084324549275899,0.0007908752031412356,0.25668380762468557,0.33545004207583384,0.12817177072248362,6.776309534621127e-05,0.1136424956531042,0.13855739126812197,0.04532548290107169
C7H17N,"het:edges=0-1,0-2,0-3,2-4,3-5,3-6,5-7;types=0,0,0,0,0,0,1,0",primary_amine,8,0.01929705859775743,0.02254566210045662,9.671612499999998,1,"1,1,1,1,2,2,3,3",,,1,2,2.7737500000000006,9.671612500000002,39.003890125000005,171.55937506625,0.3098741262399874,0.0016465911303779426,0.25553321237914084,0.37976591907355595,0.12898638441088414,0.0002572044534414613,0.11128917813106816,0.16599414804501075,0.15558999189108058
C7H17N,"het:edges=0-1,0-2,0-3,2-4,3-5,3-6,6-7;types=0,0,0,0,0,0,0,1",primary_amine,8,0.019297058597757426,0.01997716894977169,9.671612500000004,1,"1,1,1,1,2,2,3,3",,,1,2,2.773750000000001,9.671612500000004,39.00389012500002,171.6309250662501,0.3099131342290292,0.001687977370592215,0.2555171625103656,0.3821641845592737,0.12912588796298613,0.0003065751275302311,0.11115802250984708,0.170473388057177,0.03463738717613052
C7H17N,"het:edges=0-1,0-2,0-3,2-4,3-5,3-6,6-7;types=0,0,0,0,0,0,1,0",secondary_amine,8,0.019999908129825918,0.023116438356164382,9.635837500000004,1,"1,1,1,1,2,2,3,3",,,2,1,2.773750000000001,9.635837500000004,38.630034625000036,168.94241052875023,0.3091052141441168,0.0011253441069545705,0.25553199528970416,0.3370250083848797,0.12858119463340895,0.00014498218618274255,0.11127265177147769,0.150450214210311,0.14481629482258684
C7H17N,"het:edges=0-1,0-2,0-3,2-4,3-5,3-6,6-7;types=0,0,0,1,0,0,0,0",tertiary_amine,8,0.02072835728697448,0.019691780821917807,9.6000625,1,"1,1,1,1,2,2,3,3",,,3,0,2.77375,9.6000625,38.199296875,165.32947714624996,0.3084491127939163,0.0007982869511341456,0.2566846393123741,0.33543834619992996,0.12815754732422435,5.23695973612188e-05,0.11364884474564371,0.13505723778681772,-0.05130134597328787
C7H17N,"het:edges=0-1,0-2,0-3,2-4,3-5,4-6,4-7;types=0,0,0,0,0,1,0,0",primary_amine,8,0.009648529298880281,0.011700913242009132,9.671612500000004,1,"1,1,1,1,2,2,3,3",,,1,2,2.77375,9.6716125,39.003890125,171.35002506624997,0.3098175572123325,0.0016246734949701637,0.25726433312896463,0.3821643572397269,0.1289589536763862,0.00029147345147297537,0.1136836759701704,0.17047828600663406,0.19286137597576616
C7H17N,"het:edges=0-1,0-2,0-3,2-4,3-5,4-6,4-7;types=0,0,0,1,0,0,0,0",secondary_amine,8,0.009999954064921246,0.010844748858447488,9.635837500000001,1,"1,1,1,1,2,2,3,3",,,2,1,2.7737500000000006,9.635837500000003,38.63003462500002,168.6615105287501,0.30901006129885766,0.0010627711284183234,0.2585472553579827,0.33702518090013933,0.12841953442017384,0.00013237332464336896,0.11485331401307158,0.1506193396819693,0.08110047938668838
C7H17N,"het:edges=0-1,0-2,0-3,2-4,3-5,4-6,5-7;types=0,0,0,0,0,0,0,1",primary_amine,8,0.020700910401126496,0.023687214611872145,9.601387499999996,1,"1,1,1,2,2,2,2,3",,,1,2,2.7737499999999997,9.601387499999996,37.98700562499997,162.23281800374983,0.3093339421806943,0.0013190421489844956,0.25724500002692974,0.3821946749224654,0.12953964860496303,0.0002846934588931407,0.11351249066139764,0.1707000450773626,0.13475774859731846
C7H17N,"het:edges=0-1,0-2,0-3,2-4,3-5,4-6,5-7;types=0,0,0,0,0,1,0,0",secondary_amine,8,0.021454891901212532,0.023401826484018264,9.5656125,1,"1,1,1,2,2,2,2,3",,,2,1,2.7737499999999997,9.565612499999999,37.613150125,159.61585346624994,0.30855983285307587,0.0007843599971262816,0.2572609952164945,0.3370554498580861,0.1290975231160973,0.0001474554162302819,0.11364225381191245,0.15396908349371596,0.08686139027766343
C7H17N,"het:edges=0-1,0-2,0-3,2-4,3-5,4-6,5-7;types=0,0,0,1,0,0,0,0",secondary_amine,8,0.02145489190121253,0.021974885844748857,9.565612500000004,1,"1,1,1,2,2,2,2,3",,,2,1,2.7737500000000006,9.565612500000006,37.613150125000026,159.4727534662501,0.30848760670077924,0.0007167582478524817,0.25854394601925257,0.33546876447486185,0.1288626679874128,8.319460169050453e-05,0.11642867871038266,0.14644863793380228,0.023947567641880513
C7H17N,"het:edges=0-1,0-2,0-3,2-4,3-5,4-6,5-7;types=1,0,0,0,0,0,0,0",tertiary_amine,8,0.011118167693436036,0.0091324200913242,9.5298375,1,"1,1,1,2,2,2,2,3",,,3,0,2.7737499999999997,9.529837499999996,37.18241237499998,156.00292008374984,0.3078996335694965,0.0004482181182876567,0.29006911690723003,0.33545014379791127,0.12864992122966898,4.153184612093379e-05,0.12062653120681893,0.13780391153396382,-0.1967497501925754
C7H17N,"het:edges=0-1,0-2,0-3,2-4,3-5,5-6,5-7;types=0,0,0,0,0,0,0,1",primary_amine,8,0.01929705859775743,0.018550228310502282,9.671612499999998,1,"1,1,1,1,2,2,3,3",,,1,2,2.7737500000000006,9.671612500000004,39.00389012500002,171.27847506625014,0.3097795122564541,0.001585575961770085,0.2572470249780784,0.3798245456719493,0.1288328456018177,0.00025057880495213365,0.11353469188803578,0.166416756508591,-0.039470581127042347
C7H17N,"het:edges=0-1,0-2,0-3,2-4,3-5,5-6,5-7;types=0,0,0,0,0,1,0,0",tertiary_amine,8,0.010364178643482479,0.010559360730593607,9.600062500000002,1,"1,1,1,1,2,2,3,3",,,3,0,2.77375,9.6000625,38.199296874999995,165.19167714624996,0.30841816392243704,0.000786686845941466,0.25726184624757786,0.335421141193126,0.12818774543591427,8.026837964460876e-05,0.1136489990575782,0.14135200112273302,0.01865723831108665
C7H17N,"het:edges=0-1,0-2,0-3,2-4,3-5,5-6,5-7;types=0,0,0,1,0,0,0,0",secondary_amine,8,0.009999954064920843,0.008561643835616438,9.635837500000003,1,"1,1,1,1,2,2,3,3",,,2,1,2.77375,9.635837500000001,38.630034625000015,168.51841052875005,0.3089374129161272,0.000994380318116551,0.2585447827564819,0.3354212423494179,0.128179489322739,6.546492782018572e-05,0.11643529412558094,0.14293836710758082,-0.15528827408803067
C7H17N,"het:edges=0-1,0-2,1-3,1-4,1-5,2-6,2-7;types=0,0,0,0,0,0,0,1",primary_amine,8,0.002794751547283367,0.00228310502283105,9.812062499999996,1,"1,1,1,1,1,2,3,4",,,1,2,2.7737499999999997,9.812062499999996,41.14931687499997,191.6465915462498,0.3105619217669244,0.0019972791394167744,0.23145132702201773,0.3798243827958443,0.12769031424631366,0.0002625412858536775,0.11033462024641522,0.16641233168172395,-0.20220676201532176
C7H17N,"het:edges=0-1,0-2,1-3,1-4,1-5,2-6,2-7;types=0,0,1,0,0,0,0,0",tertiary_amine,8,0.0015010217310289066,0.0014269406392694063,9.740512500000007,1,"1,1,1,1,1,2,3,4",,,3,0,2.7737500000000006,9.740512500000005,40.344723625000015,185.55979362625007,0.30920018082114165,0.0011997242022415162,0.2314651019384663,0.3346966420013513,0.1270405879516029,8.83918905396744e-05,0.11043643275445712,0.14120383412103457,-0.050613256300269346
C7H17N,"het:edges=0-1,0-2,1-3,1-4,1-5,2-6,6-7;types=0,0,0,0,0,0,0,1",primary_amine,8,0.0029980683885386804,0.0037100456621004564,9.741837499999995,1,"1,1,1,1,2,2,2,4",,,1,2,2.7737499999999997,9.741837499999995,40.132432374999965,182.6009344837497,0.31011494014936347,0.0017288181573504391,0.2314741581818118,0.3821948574690961,0.12838346415546878,0.00029406614137828186,0.1104671495178305,0.17070540486842511,0.21307590957039557
C7H17N,"het:edges=0-1,0-2,1-3,1-4,1-5,2-6,6-7;types=0,0,0,0,0,0,1,0",secondary_amine,8,0.003107265909669508,0.004280821917808219,9.706062499999998,1,"1,1,1,1,2,2,2,4",,,2,1,2.77375,9.706062499999996,39.758576874999974,179.98396994624974,0.3093412863138656,0.001196384930685788,0.23147424815733128,0.33705563223210455,0.12794720646116148,0.00015910967229146653,0.1104698736103345,0.15415709046725745,0.3204017289945318
