state_id,P_exact,P_emp
"het:edges=0-1,0-2,0-3;types=0,0,0,2",0.17139876549150174,0.18091168091168092
"het:edges=0-1,0-2,2-3;types=0,0,0,2",0.38844049194851804,0.39886039886039887
"het:edges=0-1,0-2,2-3;types=0,0,2,0",0.44016074255998017,0.4202279202279202
