state_id,P_exact,P_emp
"het:edges=0-1,0-2,0-3,0-4;types=0,0,0,0,2",0.02661855708840909,0.02207977207977208
"het:edges=0-1,0-2,0-3,2-4;types=0,0,0,2,0",0.1950718742761614,0.1915954415954416
"het:edges=0-1,0-2,0-3,3-4;types=0,0,0,0,2",0.09753593713808056,0.09971509971509972
"het:edges=0-1,0-2,0-3,3-4;types=0,0,0,2,0",0.10779388119226053,0.09971509971509972
"het:edges=0-1,0-2,1-3,2-4;types=0,0,0,0,2",0.2155877623845225,0.21581196581196582
"het:edges=0-1,0-2,1-3,2-4;types=0,0,2,0,0",0.23826132528037752,0.24857549857549857
"het:edges=0-1,0-2,1-3,2-4;types=2,0,0,0,0",0.11913066264018839,0.1225071225071225
